"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2017";"10 - Saúde";"126 - Tecnologia da informação";"43.291.230,42";"962.252,16";"962.252,16";"53.074.647,30";
"02/2017";"10 - Saúde";"511 - Saneamento básico rural";"2.085.049,51";"590.752,93";"590.752,93";"2.808.416,28";
"02/2017";"10 - Saúde";"301 - Atenção básica";"1.468.815.968,75";"1.367.446.982,57";"1.662.495.818,36";"134.986.381,14";
"02/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.461.061.930,09";"817.936.617,13";"664.671.695,74";"424.113.639,47";
"02/2017";"10 - Saúde";"571 - Desenvolvimento científico";"24.578.761,29";"15.811.743,77";"15.914.604,34";"5.798.978,09";
"02/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"52.307.591,98";"129.256.032,55";"126.760.943,44";"17.961.094,46";
"02/2017";"10 - Saúde";"304 - Vigilância sanitária";"4.020.747,97";"3.992.032,87";"3.988.546,72";"9.249.465,59";
"02/2017";"10 - Saúde";"128 - Formação de recursos humanos";"65.281.788,41";"58.464.272,84";"54.519.721,60";"2.865.376,01";
"02/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"288.096.503,91";"166.895.205,47";"159.958.535,16";"484.797.953,07";
"02/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"10.552.532.582,22";"4.222.396.638,85";"4.161.449.572,04";"243.445.486,61";
"02/2017";"10 - Saúde";"122 - Administração geral";"272.955.825,04";"732.530.882,98";"728.107.355,49";"52.965.839,89";
"03/2017";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"1.162.377,74";
"03/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"119.149.395,82";"119.149.395,82";"0,00";
"03/2017";"10 - Saúde";"121 - Planejamento e orçamento";"375.181,00";"589.927,04";"589.927,04";"81.894,42";
"03/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"241.333,38";"436.167,40";"227.480,87";"11.025,04";
"03/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"3.116.284,14";"2.775.500,81";"2.775.500,81";"129.884,46";
"03/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"26.100,00";"16.451,41";"13.352,25";"81.789,54";
"03/2017";"10 - Saúde";"512 - Saneamento básico urbano";"59.466.667,58";"10.927.982,10";"10.928.049,77";"47.485.208,38";
"03/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"3.627.921,96";"2.621.169,81";"1.156.053,21";"5.922.385,42";
"03/2017";"10 - Saúde";"131 - Comunicação social";"12.409.321,97";"5.725.075,65";"5.724.496,80";"9.987.244,64";
"03/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"604.332,36";"566.764,94";"710.314,29";"20.194,26";
"03/2017";"10 - Saúde";"128 - Formação de recursos humanos";"75.367.240,50";"61.953.830,86";"80.969.239,61";"18.861.570,65";
"03/2017";"10 - Saúde";"124 - Controle interno";"0,00";"16.510,41";"16.510,41";"443.630,62";
"03/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"6.031.236,05";"52.066.178,16";"51.861.185,39";"517.936,32";
"03/2017";"10 - Saúde";"126 - Tecnologia da informação";"13.524.272,79";"9.275.519,82";"9.157.519,82";"27.616.045,61";
"03/2017";"10 - Saúde";"511 - Saneamento básico rural";"3.861.011,35";"2.020.372,02";"1.369.589,11";"4.692.444,09";
"03/2017";"10 - Saúde";"125 - Normatização e fiscalização";"2.732.925,48";"1.517.526,31";"1.503.070,70";"35.887,74";
"03/2017";"10 - Saúde";"304 - Vigilância sanitária";"24.932.373,68";"24.294.796,09";"24.186.522,80";"8.285.430,65";
"03/2017";"10 - Saúde";"301 - Atenção básica";"2.721.049.835,59";"1.782.075.116,39";"1.786.203.079,98";"136.187.764,82";
"03/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.012.621.876,51";"1.175.623.878,44";"1.178.948.548,49";"173.804.865,19";
"03/2017";"10 - Saúde";"571 - Desenvolvimento científico";"18.138.971,94";"16.179.603,09";"12.754.295,35";"15.223.530,22";
"03/2017";"10 - Saúde";"122 - Administração geral";"302.717.042,76";"742.734.739,32";"745.426.699,45";"31.173.154,14";
"03/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"129.835.555,26";"154.744.941,18";"140.976.264,02";"8.369.808,77";
"03/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"1.776.347.567,84";"343.824.086,96";"273.268.059,10";"214.147.794,00";
"03/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"1.032.472.835,50";"4.089.513.723,93";"4.000.802.769,67";"296.669.705,02";
"04/2017";"10 - Saúde";"124 - Controle interno";"80.000,00";"11.495,13";"11.495,13";"0,00";
"04/2017";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"1.676,00";
"04/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"100.907.688,34";"100.899.933,70";"0,00";
"04/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"18.138.585,82";"3.202.710,96";"3.202.710,96";"61.077,68";
"04/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"27.781.522,82";"12.795.867,32";"4.217.263,13";"9.123.041,52";
"04/2017";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"289.400,00";
"04/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"299.698,65";"339.653,55";"33.528,73";"1.059,96";
"04/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"50.557,80";"30.567,19";"33.666,35";"711.580,72";
"04/2017";"10 - Saúde";"511 - Saneamento básico rural";"3.306.988,97";"2.364.116,90";"2.162.485,99";"5.775.223,55";
"04/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.632.012,93";"1.721.405,74";"1.724.415,44";"1.562,28";
"04/2017";"10 - Saúde";"512 - Saneamento básico urbano";"45.815.520,82";"17.052.066,46";"17.052.066,45";"16.516.682,17";
"04/2017";"10 - Saúde";"126 - Tecnologia da informação";"70.141.811,55";"21.622.941,14";"21.740.941,14";"9.034.259,80";
"04/2017";"10 - Saúde";"131 - Comunicação social";"13.585.704,16";"11.359.720,91";"10.633.835,80";"6.281.920,64";
"04/2017";"10 - Saúde";"121 - Planejamento e orçamento";"7.715.112,71";"135.252,18";"135.252,18";"67.646,80";
"04/2017";"10 - Saúde";"125 - Normatização e fiscalização";"6.461.313,84";"1.783.654,99";"1.798.428,76";"7.575,99";
"04/2017";"10 - Saúde";"571 - Desenvolvimento científico";"52.321.632,25";"23.083.352,83";"19.516.024,99";"6.937.729,91";
"04/2017";"10 - Saúde";"304 - Vigilância sanitária";"5.883.293,91";"4.662.588,32";"4.718.023,32";"326.925,30";
"04/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.157.817.309,64";"1.168.092.854,02";"1.076.150.212,88";"127.224.464,81";
"04/2017";"10 - Saúde";"301 - Atenção básica";"1.303.884.724,80";"1.363.387.746,45";"1.362.979.140,01";"18.404.806,06";
"04/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"12.757.744,93";"51.710.978,75";"51.761.248,53";"62.145,72";
"04/2017";"10 - Saúde";"128 - Formação de recursos humanos";"203.553.255,92";"76.193.764,39";"77.920.252,23";"1.285.523,75";
"04/2017";"10 - Saúde";"122 - Administração geral";"- 503.929.680,88";"751.026.944,67";"721.604.267,80";"11.398.144,42";
"04/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"483.899.881,27";"642.561.291,52";"720.854.780,22";"163.997.889,97";
"04/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"201.442.756,02";"64.982.500,74";"43.255.952,12";"8.268.618,84";
"04/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"14.377.942.000,90";"3.947.852.353,51";"3.968.167.249,39";"92.538.015,25";
"05/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"109.324.556,55";"109.324.556,55";"0,00";
"05/2017";"10 - Saúde";"124 - Controle interno";"0,00";"19.070,51";"19.070,51";"428.896,46";
"05/2017";"10 - Saúde";"306 - Alimentação e nutrição";"5.000.000,00";"0,00";"0,00";"2.200,00";
"05/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.078.418,50";"2.597.301,99";"2.597.301,99";"193.528,80";
"05/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"600.020,15";"632.604,96";"1.088.313,87";"5.468,68";
"05/2017";"10 - Saúde";"126 - Tecnologia da informação";"46.625.091,95";"30.128.865,33";"30.126.693,69";"2.597.100,05";
"05/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.939.553,20";"1.733.549,74";"2.145.215,50";"16.604,76";
"05/2017";"10 - Saúde";"121 - Planejamento e orçamento";"1.013.445,07";"3.557.643,50";"3.557.643,50";"169.164,77";
"05/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"35.121.495,18";"30.373.911,89";"36.050.456,62";"1.974.741,16";
"05/2017";"10 - Saúde";"511 - Saneamento básico rural";"4.940.725,84";"3.162.340,05";"2.476.359,65";"6.897.043,39";
"05/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"273.879,00";"21.712,34";"21.712,34";"825.350,23";
"05/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"440.048.872,59";"1.063.150.748,17";"998.584.046,28";"182.118.284,10";
"05/2017";"10 - Saúde";"128 - Formação de recursos humanos";"15.749.804,04";"62.928.855,47";"61.402.309,49";"6.321.123,63";
"05/2017";"10 - Saúde";"512 - Saneamento básico urbano";"78.709.448,28";"83.242.374,95";"78.807.241,94";"25.186.068,81";
"05/2017";"10 - Saúde";"131 - Comunicação social";"102.180.276,19";"24.415.877,84";"24.088.663,41";"2.953.938,09";
"05/2017";"10 - Saúde";"125 - Normatização e fiscalização";"1.608.907,56";"2.660.033,57";"2.664.019,17";"36.719,87";
"05/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"6.547.082,04";"52.125.465,65";"52.011.731,01";"48.395,52";
"05/2017";"10 - Saúde";"571 - Desenvolvimento científico";"22.564.942,35";"22.602.856,72";"24.669.012,92";"3.244.310,51";
"05/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"225.694.844,98";"259.200.708,36";"259.675.675,56";"6.574.941,85";
"05/2017";"10 - Saúde";"304 - Vigilância sanitária";"184.950.178,79";"36.825.790,15";"36.849.951,38";"2.295.959,66";
"05/2017";"10 - Saúde";"301 - Atenção básica";"1.683.846.909,36";"2.128.741.086,06";"1.728.707.590,81";"82.655.295,95";
"05/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"699.287.850,05";"1.176.159.667,21";"1.209.316.136,78";"91.919.612,66";
"05/2017";"10 - Saúde";"122 - Administração geral";"227.407.029,18";"726.827.841,50";"753.756.642,77";"141.347.451,57";
"05/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"888.934.311,58";"4.060.270.240,21";"3.960.952.597,87";"270.599.421,21";
"06/2017";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"0,00";
"06/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"117.469.321,36";"109.314.742,15";"0,00";
"06/2017";"10 - Saúde";"306 - Alimentação e nutrição";"- 14.408,03";"3.207.080,97";"3.207.080,97";"55.036,00";
"06/2017";"10 - Saúde";"124 - Controle interno";"0,00";"17.921,42";"17.921,42";"268.483,14";
"06/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.814.046,08";"659.767,96";"526.217,23";"0,00";
"06/2017";"10 - Saúde";"131 - Comunicação social";"1.565.984,46";"24.910.187,58";"24.711.497,88";"1.216.747,92";
"06/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"128.000,00";"47.005,32";"46.794,88";"66.635,00";
"06/2017";"10 - Saúde";"125 - Normatização e fiscalização";"1.171.419,38";"1.770.173,62";"1.758.870,57";"153.579,07";
"06/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"9.322.727,34";"8.880.131,00";"12.306.826,99";"2.352.890,90";
"06/2017";"10 - Saúde";"121 - Planejamento e orçamento";"195.319,84";"652.982,99";"652.982,99";"66.345,76";
"06/2017";"10 - Saúde";"126 - Tecnologia da informação";"21.205.572,97";"23.677.909,34";"22.736.831,42";"5.467.720,49";
"06/2017";"10 - Saúde";"128 - Formação de recursos humanos";"6.240.709,90";"78.769.992,39";"69.013.829,91";"25.689.012,78";
"06/2017";"10 - Saúde";"304 - Vigilância sanitária";"34.344.231,70";"36.895.919,24";"29.508.060,99";"22.091,74";
"06/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.022.779,15";"9.945.790,93";"9.945.790,93";"26.300,00";
"06/2017";"10 - Saúde";"512 - Saneamento básico urbano";"86.721.229,41";"27.941.405,56";"28.748.803,41";"22.879.091,06";
"06/2017";"10 - Saúde";"122 - Administração geral";"204.610.414,45";"920.095.639,91";"918.130.974,91";"43.038.277,61";
"06/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"366.235.142,70";"434.852.544,05";"500.362.908,34";"66.534.920,70";
"06/2017";"10 - Saúde";"511 - Saneamento básico rural";"7.163.681,98";"3.113.153,11";"3.782.815,20";"2.023.375,74";
"06/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"48.662.255,09";"60.234.336,68";"71.805.891,01";"2.982.722,30";
"06/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.250.537.681,20";"1.394.605.917,85";"1.460.201.414,68";"89.899.224,08";
"06/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.613.072,95";"1.501.544,80";"1.163.787,27";"18.423,60";
"06/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"854.318.918,88";"4.020.405.975,39";"4.089.749.514,39";"234.315.398,44";
"06/2017";"10 - Saúde";"571 - Desenvolvimento científico";"41.382.811,74";"38.106.603,29";"40.333.509,35";"4.224.161,25";
"06/2017";"10 - Saúde";"301 - Atenção básica";"1.581.750.059,76";"1.035.944.387,96";"1.422.697.060,77";"205.960.148,19";
"06/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"10.010.838,85";"51.723.335,61";"51.651.628,13";"1.086,29";
"07/2017";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"63.609,48";
"07/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"4.340.477,49";"622.058,03";"393.979,75";"171.500,00";
"07/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"12.755.961,94";"12.178.690,87";"10.714.337,24";"174.752,90";
"07/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"3.008.442,93";"1.831.058,94";"1.829.282,81";"453.491,30";
"07/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"588.858,41";"563.793,19";"933.332,74";"1.755,00";
"07/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"107.421.360,70";"109.030.149,97";"0,00";
"07/2017";"10 - Saúde";"121 - Planejamento e orçamento";"296.350,67";"156.238,16";"150.282,91";"52.602,59";
"07/2017";"10 - Saúde";"131 - Comunicação social";"75.295.951,13";"45.049.206,49";"41.771.521,84";"1.619.863,67";
"07/2017";"10 - Saúde";"125 - Normatização e fiscalização";"7.279.553,28";"2.497.312,77";"2.003.488,43";"2.458,77";
"07/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.769.967,41";"1.747.392,96";"2.064.734,80";"5.137,45";
"07/2017";"10 - Saúde";"126 - Tecnologia da informação";"64.145.325,87";"18.340.241,35";"16.828.504,71";"2.605.867,76";
"07/2017";"10 - Saúde";"511 - Saneamento básico rural";"27.722.582,57";"3.486.292,65";"3.802.776,22";"5.787.549,61";
"07/2017";"10 - Saúde";"124 - Controle interno";"309.944,67";"28.805,27";"18.573,75";"414.915,51";
"07/2017";"10 - Saúde";"512 - Saneamento básico urbano";"51.450.182,25";"23.624.947,97";"25.432.988,72";"20.668.969,78";
"07/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"8.256.624,27";"50.637.142,83";"50.644.860,75";"457,28";
"07/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"120.587.337,26";"54.665.822,94";"64.916.210,25";"1.499.647,12";
"07/2017";"10 - Saúde";"304 - Vigilância sanitária";"12.229.690,54";"24.607.759,27";"31.668.460,82";"202.799,07";
"07/2017";"10 - Saúde";"128 - Formação de recursos humanos";"400.024.652,17";"67.795.560,65";"78.014.772,97";"5.829.202,59";
"07/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"267.622.782,99";"317.733.040,60";"313.102.642,35";"75.095.172,58";
"07/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"724.267.762,15";"744.682.846,70";"752.795.932,75";"36.407.179,34";
"07/2017";"10 - Saúde";"571 - Desenvolvimento científico";"36.315.249,93";"40.830.316,36";"20.771.208,49";"8.425.804,35";
"07/2017";"10 - Saúde";"301 - Atenção básica";"2.374.021.559,71";"1.692.744.332,71";"1.709.034.710,82";"72.779.756,15";
"07/2017";"10 - Saúde";"122 - Administração geral";"1.881.363.879,85";"743.688.991,51";"737.641.485,60";"14.881.991,01";
"07/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"1.187.574.834,10";"4.151.975.563,51";"4.161.842.045,57";"167.970.659,70";
"08/2017";"10 - Saúde";"241 - Assistência ao idoso";"0,00";"0,00";"0,00";"0,00";
"08/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"247.400,00";"48.821,49";"50.808,06";"0,00";
"08/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"5.609,60";"432.610,20";"432.610,20";"0,00";
"08/2017";"10 - Saúde";"124 - Controle interno";"0,00";"14.607,83";"13.933,38";"0,00";
"08/2017";"10 - Saúde";"126 - Tecnologia da informação";"3.629.002,76";"34.982.889,85";"36.815.719,74";"1.320.117,76";
"08/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"12.522.301,46";"5.844.989,81";"6.067.037,09";"2.000,00";
"08/2017";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"08/2017";"10 - Saúde";"121 - Planejamento e orçamento";"64.519,40";"1.806.109,40";"1.812.064,65";"324.148,34";
"08/2017";"10 - Saúde";"511 - Saneamento básico rural";"2.118.144,39";"2.432.952,37";"2.295.384,11";"2.368.264,46";
"08/2017";"10 - Saúde";"845 - Outras transferências";"0,00";"0,00";"0,00";"0,00";
"08/2017";"10 - Saúde";"125 - Normatização e fiscalização";"2.066.152,35";"1.978.873,65";"2.456.180,31";"0,00";
"08/2017";"10 - Saúde";"512 - Saneamento básico urbano";"48.393.323,94";"36.103.663,42";"29.041.168,93";"16.365.925,02";
"08/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"14.425.591,48";"12.357.244,35";"978.302,17";"6.884.165,87";
"08/2017";"10 - Saúde";"131 - Comunicação social";"1.232.232,04";"33.929.904,74";"36.943.645,88";"71.680,77";
"08/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.715.452,19";"2.444.849,58";"2.367.810,91";"5.600,00";
"08/2017";"10 - Saúde";"304 - Vigilância sanitária";"8.630.368,81";"5.961.252,15";"5.085.810,53";"40.851,56";
"08/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"100.711.968,22";"107.265.512,80";"0,00";
"08/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"13.892.441,57";"51.031.486,09";"50.996.262,58";"791,82";
"08/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.065.249.041,16";"1.178.516.794,82";"950.668.391,92";"47.401.116,70";
"08/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"315.400.326,49";"348.600.761,97";"336.639.328,29";"3.342.340,94";
"08/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"445.853.188,72";"542.737.389,19";"517.408.050,47";"5.927.919,62";
"08/2017";"10 - Saúde";"128 - Formação de recursos humanos";"18.897.283,20";"71.770.528,21";"71.611.224,25";"759.539,62";
"08/2017";"10 - Saúde";"301 - Atenção básica";"1.345.687.645,03";"1.438.739.428,57";"1.440.027.313,29";"16.148.967,91";
"08/2017";"10 - Saúde";"571 - Desenvolvimento científico";"46.346.458,13";"24.026.090,18";"38.292.431,53";"2.033.762,37";
"08/2017";"10 - Saúde";"306 - Alimentação e nutrição";"11.796.114,00";"5.000.000,00";"5.000.000,00";"50.764,00";
"08/2017";"10 - Saúde";"122 - Administração geral";"386.191.613,88";"1.577.422.545,01";"1.583.122.977,35";"1.308.843,59";
"08/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.038.283.214,76";"4.079.063.589,90";"4.056.587.017,44";"52.023.862,93";
"09/2017";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"203.300,00";
"09/2017";"10 - Saúde";"845 - Outras transferências";"0,00";"0,00";"0,00";"0,00";
"09/2017";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"09/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"7.073.797,30";"8.776.968,45";"16.496.027,15";"1.004.450,27";
"09/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.314.682,40";"735.706,45";"723.528,97";"0,00";
"09/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"3.898.174,19";"3.001.311,85";"2.815.207,50";"104.050,00";
"09/2017";"10 - Saúde";"124 - Controle interno";"2.567,06";"73.898,62";"84.804,59";"26.377,55";
"09/2017";"10 - Saúde";"131 - Comunicação social";"4.148.039,13";"13.952.465,54";"14.582.167,27";"327.301,75";
"09/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"21.028,25";"50.198,35";"44.835,65";"129.905,00";
"09/2017";"10 - Saúde";"121 - Planejamento e orçamento";"4.613.516,05";"657.490,29";"657.490,29";"1.650,00";
"09/2017";"10 - Saúde";"125 - Normatização e fiscalização";"1.066.043,54";"2.217.812,40";"2.214.912,26";"0,00";
"09/2017";"10 - Saúde";"126 - Tecnologia da informação";"40.581.523,88";"14.909.701,51";"15.400.676,19";"3.012.990,60";
"09/2017";"10 - Saúde";"511 - Saneamento básico rural";"2.156.266,00";"3.096.532,90";"1.881.843,59";"4.482.316,28";
"09/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"6.973.629,60";"4.166.487,07";"3.584.191,18";"6.685,70";
