"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"11.563.414.651,50";"4.752.182.960,78";"4.714.002.432,91";"207.699.451,86";
"02/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"89.838,00";
"02/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"3.708.659,41";
"02/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"9.519.803,21";"4.277.301,45";"1.945.673,93";"6.541.042,07";
"02/2015";"10 - Saúde";"306 - Alimentação e nutrição";"20.045.000,00";"0,00";"0,00";"834.876,91";
"02/2015";"10 - Saúde";"511 - Saneamento básico rural";"3.213.134,66";"226.351,15";"226.351,15";"12.475.773,02";
"02/2015";"10 - Saúde";"131 - Comunicação social";"31.195.884,44";"1.264.599,53";"1.264.599,53";"4.411.792,45";
"02/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"18.588,41";
"02/2015";"10 - Saúde";"512 - Saneamento básico urbano";"1.743.000,00";"4.393,25";"4.393,25";"33.623.486,03";
"02/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"797.567,93";"694.766,39";"694.766,39";"118.546,36";
"02/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.643.672,23";"2.339.590,70";"2.317.696,38";"121.208,24";
"02/2015";"10 - Saúde";"128 - Formação de recursos humanos";"64.117.753,15";"75.167.071,93";"76.998.254,44";"17.263.511,23";
"02/2015";"10 - Saúde";"124 - Controle interno";"45.000,00";"1.754,18";"1.754,18";"296.291,70";
"02/2015";"10 - Saúde";"126 - Tecnologia da informação";"34.461.244,63";"601.491,06";"428.428,34";"15.477.728,12";
"02/2015";"10 - Saúde";"121 - Planejamento e orçamento";"54.431,67";"26.609,69";"26.609,69";"955.259,07";
"02/2015";"10 - Saúde";"125 - Normatização e fiscalização";"858.136,66";"776.394,93";"793.671,31";"1.659.161,14";
"02/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"3.894.387,48";"40.277.714,22";"40.547.850,02";"896.637,91";
"02/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"388.146.647,19";"125.291.376,10";"12.831.513,89";"179.551.574,89";
"02/2015";"10 - Saúde";"301 - Atenção básica";"843.004.327,58";"1.291.109.822,19";"1.293.632.456,61";"74.438.256,59";
"02/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"86.325.844,68";"69.217.264,77";"70.836.862,01";"10.245.560,44";
"02/2015";"10 - Saúde";"304 - Vigilância sanitária";"5.076.355,71";"3.019.517,29";"3.091.221,13";"2.166.173,08";
"02/2015";"10 - Saúde";"571 - Desenvolvimento científico";"21.345.596,23";"10.170.933,37";"12.580.850,86";"10.741.607,87";
"02/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"3.030.377,45";"477.758,36";"208.922,63";"24.506.620,71";
"02/2015";"10 - Saúde";"122 - Administração geral";"180.194.497,35";"786.224.198,67";"771.717.332,36";"33.983.955,21";
"02/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.025.076.958,42";"822.463.926,83";"727.685.650,66";"258.161.879,54";
"02/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"685.220.290,58";"3.507.887.277,45";"3.240.079.262,10";"324.971.049,19";
"03/2015";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"150.617,68";
"03/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"644.654,41";"675.059,60";"675.059,60";"56.417,06";
"03/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"27.510,00";
"03/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"8.100,00";"8.100,00";"7.839,00";"38.229,00";
"03/2015";"10 - Saúde";"121 - Planejamento e orçamento";"620.633,73";"126.425,10";"112.504,43";"2.363.217,61";
"03/2015";"10 - Saúde";"131 - Comunicação social";"8.902.743,52";"1.206.637,72";"1.016.500,11";"5.383.906,31";
"03/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"5.616,00";
"03/2015";"10 - Saúde";"124 - Controle interno";"86.035,00";"19.594,67";"19.491,12";"329.960,51";
"03/2015";"10 - Saúde";"511 - Saneamento básico rural";"3.395.840,28";"988.145,67";"802.672,06";"15.360.071,02";
"03/2015";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"20.045.000,00";"0,00";"3.272.590,28";
"03/2015";"10 - Saúde";"126 - Tecnologia da informação";"33.627.566,42";"24.766.838,44";"15.385.967,85";"32.029.898,39";
"03/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"967.048,73";"753.628,06";"775.522,38";"442.218,65";
"03/2015";"10 - Saúde";"128 - Formação de recursos humanos";"102.180.170,71";"91.573.698,22";"87.119.695,58";"8.789.282,58";
"03/2015";"10 - Saúde";"125 - Normatização e fiscalização";"1.746.445,58";"2.967.961,13";"2.968.039,13";"1.185.169,29";
"03/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.457.763,85";"4.969.638,81";"7.301.266,33";"1.454.571,79";
"03/2015";"10 - Saúde";"571 - Desenvolvimento científico";"41.734.958,64";"16.433.978,70";"14.736.241,56";"9.531.915,73";
"03/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"4.976.134,60";"1.502.283,69";"1.766.205,68";"10.855.227,19";
"03/2015";"10 - Saúde";"512 - Saneamento básico urbano";"35.000,00";"11.375,60";"11.375,60";"64.404.790,18";
"03/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"4.471.035,90";"42.400.752,57";"41.891.542,66";"102.525,55";
"03/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"331.214.614,88";"452.096.180,28";"450.833.529,20";"6.885.314,30";
"03/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"1.263.155.840,66";"208.921.890,74";"307.714.010,73";"202.383.796,32";
"03/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.032.983.170,36";"995.311.240,57";"706.576.476,09";"89.339.434,45";
"03/2015";"10 - Saúde";"122 - Administração geral";"280.990.628,45";"815.781.296,65";"825.923.263,73";"19.279.080,89";
"03/2015";"10 - Saúde";"301 - Atenção básica";"2.032.109.825,18";"1.179.488.232,79";"1.159.370.452,37";"34.105.211,69";
"03/2015";"10 - Saúde";"304 - Vigilância sanitária";"67.266.854,37";"65.692.669,86";"4.730.468,21";"1.356.370,31";
"03/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.495.455.508,17";"3.666.761.988,20";"3.783.167.888,93";"149.941.750,42";
"04/2015";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"25.497,37";
"04/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"140.514,82";
"04/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.032.891,53";"1.160.856,76";"978.224,49";"271.485,63";
"04/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"0,00";
"04/2015";"10 - Saúde";"131 - Comunicação social";"1.018.710,77";"8.737.820,43";"7.628.149,57";"2.675.629,85";
"04/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"900,00";"0,00";"261,00";"169.450,00";
"04/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"763.650,19";"464.290,96";"464.290,96";"19.007,55";
"04/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"10.214.486,91";"8.738.448,84";"6.166.071,32";"323.662,80";
"04/2015";"10 - Saúde";"124 - Controle interno";"8.868,57";"5.925,26";"6.028,81";"0,00";
"04/2015";"10 - Saúde";"125 - Normatização e fiscalização";"9.045.864,03";"2.412.228,76";"2.072.521,19";"701.051,03";
"04/2015";"10 - Saúde";"121 - Planejamento e orçamento";"987.731,44";"92.575,25";"106.495,92";"464.459,50";
"04/2015";"10 - Saúde";"128 - Formação de recursos humanos";"421.807.359,66";"97.471.196,24";"100.703.109,56";"16.306.076,25";
"04/2015";"10 - Saúde";"511 - Saneamento básico rural";"4.629.039,08";"1.120.853,87";"1.213.944,34";"9.900.091,26";
"04/2015";"10 - Saúde";"512 - Saneamento básico urbano";"1.905.511,25";"12.824,52";"12.824,52";"38.790.523,75";
"04/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"185.891.956,04";"239.940.071,77";"191.983.052,51";"19.166.944,33";
"04/2015";"10 - Saúde";"126 - Tecnologia da informação";"72.190.595,81";"40.850.668,90";"41.024.409,35";"15.103.462,34";
"04/2015";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"20.045.000,00";"640.279,55";
"04/2015";"10 - Saúde";"301 - Atenção básica";"1.393.182.742,67";"1.491.266.196,65";"1.326.832.356,25";"34.097.875,04";
"04/2015";"10 - Saúde";"304 - Vigilância sanitária";"4.736.292,94";"3.834.875,27";"64.835.612,93";"1.429.773,43";
"04/2015";"10 - Saúde";"122 - Administração geral";"- 739.106.128,66";"814.138.559,66";"807.034.544,23";"24.838.057,06";
"04/2015";"10 - Saúde";"571 - Desenvolvimento científico";"26.625.750,10";"26.364.484,22";"18.970.300,06";"4.400.761,26";
"04/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"5.221.860,38";"42.212.406,87";"41.480.990,78";"70.396,89";
"04/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"68.813.113,91";"4.071.515,51";"4.049.221,44";"9.352.376,11";
"04/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"59.826.150,97";"60.875.973,44";"62.382.594,39";"6.162.198,46";
"04/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"9.443.325.494,54";"3.696.859.914,23";"3.726.156.365,22";"145.694.570,35";
"04/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"762.450.037,05";"1.093.999.090,93";"1.217.974.237,50";"150.010.793,50";
"05/2015";"10 - Saúde";"242 - Assistência ao portador de deficiência";"0,00";"0,00";"0,00";"0,00";
"05/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"136.585,08";
"05/2015";"10 - Saúde";"124 - Controle interno";"0,00";"3.829,17";"3.829,17";"177.504,51";
"05/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"4.345.946,35";"3.800.477,76";"3.815.620,16";"12.514.551,84";
"05/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"921.746,51";"5.714.273,32";"5.713.617,82";"1.000.129,12";
"05/2015";"10 - Saúde";"121 - Planejamento e orçamento";"- 844.246,45";"209.233,73";"209.233,73";"577.836,43";
"05/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"561.116,41";"890.518,46";"609.380,12";"64.488,43";
"05/2015";"10 - Saúde";"131 - Comunicação social";"2.199.245,03";"12.780.255,70";"12.063.958,36";"1.638.975,34";
"05/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.251.595,80";"775.474,72";"958.106,99";"39.879,45";
"05/2015";"10 - Saúde";"126 - Tecnologia da informação";"68.576.221,39";"10.409.433,38";"14.441.652,37";"4.548.847,23";
"05/2015";"10 - Saúde";"306 - Alimentação e nutrição";"1.440.030,00";"0,00";"0,00";"562.994,57";
"05/2015";"10 - Saúde";"125 - Normatização e fiscalização";"2.540.084,16";"2.801.416,66";"3.133.014,18";"174.670,90";
"05/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"5.030.155,20";"42.616.388,22";"43.073.122,45";"1.550,01";
"05/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"482.577.390,98";"437.829.262,79";"411.426.920,81";"36.878.498,68";
"05/2015";"10 - Saúde";"304 - Vigilância sanitária";"23.900.516,49";"25.000.346,68";"5.127.007,96";"1.191.518,20";
"05/2015";"10 - Saúde";"511 - Saneamento básico rural";"6.836.170,98";"2.091.853,68";"2.016.981,55";"8.721.656,13";
"05/2015";"10 - Saúde";"122 - Administração geral";"1.057.809.211,49";"834.465.719,64";"834.484.982,37";"11.986.333,41";
"05/2015";"10 - Saúde";"301 - Atenção básica";"2.822.267.241,74";"1.703.754.329,24";"1.714.400.523,21";"16.323.326,32";
"05/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"94.076,51";"5.236,20";"3.605,75";"2.800,00";
"05/2015";"10 - Saúde";"128 - Formação de recursos humanos";"159.842.263,15";"75.998.628,74";"79.732.020,19";"4.355.171,02";
"05/2015";"10 - Saúde";"571 - Desenvolvimento científico";"34.843.267,18";"24.135.173,18";"30.075.655,58";"3.156.489,29";
"05/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"588.509.602,02";"1.003.103.586,60";"1.160.423.230,91";"101.054.697,54";
"05/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"25.740.517,17";"46.599.686,12";"48.107.643,36";"1.786.881,62";
"05/2015";"10 - Saúde";"512 - Saneamento básico urbano";"125.608.890,85";"30.121.724,95";"30.121.724,95";"59.700.634,48";
"05/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"795.552.179,29";"3.913.431.063,12";"3.881.321.129,08";"97.919.494,56";
"06/2015";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"0,00";
"06/2015";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"220.800,00";
"06/2015";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"670.006,47";
"06/2015";"10 - Saúde";"131 - Comunicação social";"13.022.694,57";"6.503.956,00";"8.475.561,81";"99.227,36";
"06/2015";"10 - Saúde";"124 - Controle interno";"0,00";"3.756,01";"3.756,01";"92.428,06";
"06/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"820.586,12";"805.162,72";"1.086.301,06";"13.627,02";
"06/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"1.695.943,28";
"06/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"11.887.136,52";"2.299.021,65";"2.297.955,96";"3.965.509,78";
"06/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"10.169.228,95";"3.421.125,43";"4.493.502,95";"1.198.748,59";
"06/2015";"10 - Saúde";"511 - Saneamento básico rural";"6.301.767,84";"2.392.702,06";"2.559.957,33";"4.387.013,89";
"06/2015";"10 - Saúde";"126 - Tecnologia da informação";"9.735.814,23";"45.112.370,24";"49.404.767,60";"830.645,79";
"06/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"317.710,58";"29.961,05";"29.052,30";"50.000,00";
"06/2015";"10 - Saúde";"121 - Planejamento e orçamento";"100.176,75";"234.248,52";"231.010,72";"69.870,00";
"06/2015";"10 - Saúde";"304 - Vigilância sanitária";"4.180.475,61";"7.044.318,42";"26.166.838,46";"1.768.793,72";
"06/2015";"10 - Saúde";"512 - Saneamento básico urbano";"51.544.839,09";"19.609.324,45";"19.609.324,45";"23.096.622,37";
"06/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.421.979,38";"1.471.642,46";"1.430.366,46";"83.639,54";
"06/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"854.969.837,87";"366.370.049,41";"281.987.722,68";"15.174.556,19";
"06/2015";"10 - Saúde";"125 - Normatização e fiscalização";"4.408.374,17";"2.963.977,43";"2.970.224,24";"392.186,31";
"06/2015";"10 - Saúde";"571 - Desenvolvimento científico";"36.898.215,68";"35.900.851,06";"38.204.506,19";"4.033.506,33";
"06/2015";"10 - Saúde";"122 - Administração geral";"79.111.206,38";"962.165.890,83";"970.080.098,66";"17.110.862,55";
"06/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"230.641.711,59";"48.935.951,52";"47.424.992,36";"3.111.953,50";
"06/2015";"10 - Saúde";"128 - Formação de recursos humanos";"6.802.358,85";"108.259.646,39";"88.657.877,49";"6.002.431,47";
"06/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"726.107.091,46";"1.151.231.645,20";"1.055.021.898,45";"64.142.294,85";
"06/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"5.120.128,12";"42.357.923,89";"41.733.850,48";"31.050,69";
"06/2015";"10 - Saúde";"301 - Atenção básica";"921.485.765,15";"1.450.263.105,16";"1.270.712.243,31";"57.366.412,40";
"06/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"954.897.933,02";"3.708.679.059,49";"3.616.541.586,99";"107.457.115,87";
"07/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"27.500,00";
"07/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"127.534,46";
"07/2015";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"420.793,30";
"07/2015";"10 - Saúde";"131 - Comunicação social";"1.005.293,94";"11.537.244,01";"11.537.244,01";"247.708,39";
"07/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"17.000,00";"39.949,80";"26.848,40";"201.420,00";
"07/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.580.129,30";"1.626.387,14";"1.626.387,14";"1.000,00";
"07/2015";"10 - Saúde";"124 - Controle interno";"- 20,00";"5.364,84";"5.364,84";"378.581,59";
"07/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"5.570.243,84";"3.677.799,19";"3.711.622,19";"8.277,53";
"07/2015";"10 - Saúde";"121 - Planejamento e orçamento";"324.560,43";"1.999.810,36";"2.003.048,16";"204.108,45";
"07/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"- 4.721.072,76";"3.486.494,40";"3.486.494,40";"8.645.707,15";
"07/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"16.138.660,82";"6.909.103,09";"8.409.758,59";"1.467.165,71";
"07/2015";"10 - Saúde";"126 - Tecnologia da informação";"33.932.385,72";"33.026.230,59";"29.031.789,98";"1.030.191,49";
"07/2015";"10 - Saúde";"512 - Saneamento básico urbano";"21.323.823,19";"10.797.689,92";"10.775.601,17";"35.752.838,17";
"07/2015";"10 - Saúde";"511 - Saneamento básico rural";"748.667,88";"2.508.204,60";"2.325.699,37";"12.234.337,45";
"07/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"5.713.157,96";"42.244.441,60";"42.525.872,07";"400,00";
"07/2015";"10 - Saúde";"125 - Normatização e fiscalização";"5.682.141,35";"3.688.551,61";"3.688.947,18";"158.922,65";
"07/2015";"10 - Saúde";"571 - Desenvolvimento científico";"35.570.929,32";"47.103.976,72";"42.856.137,00";"1.937.969,66";
"07/2015";"10 - Saúde";"301 - Atenção básica";"2.947.745.466,88";"1.667.280.711,66";"1.726.918.791,36";"36.385.633,49";
"07/2015";"10 - Saúde";"128 - Formação de recursos humanos";"9.336.156,23";"60.763.657,85";"81.952.531,50";"3.890.219,07";
"07/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"380.755.821,00";"590.435.014,00";"586.983.389,11";"11.089.799,64";
"07/2015";"10 - Saúde";"304 - Vigilância sanitária";"38.735.832,76";"25.647.334,06";"26.395.618,06";"1.174.448,28";
"07/2015";"10 - Saúde";"122 - Administração geral";"282.895.384,98";"813.986.845,73";"813.390.021,05";"89.726.065,08";
"07/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.169.170.412,47";"941.592.616,07";"995.040.030,93";"37.789.328,44";
"07/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"63.904.115,13";"49.335.067,60";"48.284.579,85";"2.431.241,78";
"07/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.465.958.690,53";"3.965.178.608,05";"3.993.860.378,02";"101.232.141,56";
"08/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"22.220,00";
"08/2015";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"0,00";
"08/2015";"10 - Saúde";"124 - Controle interno";"0,00";"6.294,62";"6.294,62";"5.165,23";
"08/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.280.294,98";"778.275,12";"436.993,48";"0,00";
"08/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"108.504,82";
"08/2015";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"5.249,91";
"08/2015";"10 - Saúde";"131 - Comunicação social";"2.216.127,34";"6.607.991,42";"5.271.698,39";"19.709,50";
"08/2015";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"762.884,50";"0,00";"832.602,05";
"08/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.546.425,84";"5.707.497,45";"5.707.066,15";"370.000,94";
"08/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"735.313,64";"40.954,33";"36.575,49";"449.717,00";
"08/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.438.269,50";"3.615.012,64";"3.569.580,56";"8.919,41";
"08/2015";"10 - Saúde";"121 - Planejamento e orçamento";"7.458.940,22";"376.549,30";"376.549,30";"1.385.140,55";
"08/2015";"10 - Saúde";"126 - Tecnologia da informação";"39.698.754,93";"42.019.082,94";"34.860.597,76";"170.547,88";
"08/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"- 14.377.690,00";"29.473.060,68";"29.074.423,86";"4.237.181,92";
"08/2015";"10 - Saúde";"511 - Saneamento básico rural";"5.590.591,98";"2.568.370,96";"2.705.881,39";"4.277.268,62";
"08/2015";"10 - Saúde";"125 - Normatização e fiscalização";"- 263.290,67";"2.496.960,84";"2.331.450,74";"- 5.336,65";
"08/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"818.260.016,65";"1.105.722.591,95";"971.956.598,62";"32.052.794,95";
"08/2015";"10 - Saúde";"304 - Vigilância sanitária";"41.393.072,14";"40.091.078,98";"25.213.684,17";"632.729,56";
"08/2015";"10 - Saúde";"512 - Saneamento básico urbano";"- 29.389.384,49";"13.279.209,04";"13.281.160,79";"21.377.813,70";
"08/2015";"10 - Saúde";"128 - Formação de recursos humanos";"12.444.090,54";"101.141.540,47";"101.978.835,88";"2.268.536,08";
"08/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"88.076.842,14";"59.490.752,56";"59.892.212,49";"1.564.651,62";
"08/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"239.031.964,12";"368.139.057,51";"213.600.592,61";"7.973.228,10";
"08/2015";"10 - Saúde";"122 - Administração geral";"135.248.283,55";"804.043.208,84";"782.295.391,24";"41.416.594,09";
"08/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 15.230.613,80";"42.252.359,92";"42.460.627,16";"500,00";
"08/2015";"10 - Saúde";"301 - Atenção básica";"727.102.412,60";"1.073.125.654,99";"1.103.495.641,45";"94.752.876,84";
"08/2015";"10 - Saúde";"571 - Desenvolvimento científico";"40.928.774,16";"37.842.287,24";"40.317.711,68";"6.557.251,20";
"08/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"796.954.546,39";"3.701.385.357,97";"3.586.775.632,38";"72.881.129,51";
"09/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"09/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"47.090,00";
"09/2015";"10 - Saúde";"306 - Alimentação e nutrição";"7.973,00";"0,00";"0,00";"397.246,90";
"09/2015";"10 - Saúde";"124 - Controle interno";"97.282,43";"6.449,45";"6.449,45";"71.081,31";
"09/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"855.377,45";"1.190.887,16";"1.139.212,34";"0,00";
"09/2015";"10 - Saúde";"512 - Saneamento básico urbano";"9.551.331,52";"18.936.750,86";"16.302.788,67";"16.403.405,89";
"09/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 8.212,01";"356.998,00";"44.973,58";"0,00";
"09/2015";"10 - Saúde";"121 - Planejamento e orçamento";"598.708,10";"3.206.321,37";"3.206.321,37";"415.048,85";
"09/2015";"10 - Saúde";"511 - Saneamento básico rural";"1.295.964,90";"2.110.594,56";"2.119.960,98";"4.084.147,66";
