"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"8.951.135,90";"1.391.373,29";"679.661,45";"5.651.021,14";
"02/2023";"10 - Saúde";"571 - Desenvolvimento científico";"59.235.153,14";"9.518.846,87";"5.110.908,62";"37.347.725,29";
"02/2023";"10 - Saúde";"511 - Saneamento básico rural";"14.942.293,04";"2.463.228,39";"2.159.573,22";"16.234.142,83";
"02/2023";"10 - Saúde";"301 - Atenção básica";"2.170.372.379,70";"2.375.465.366,06";"2.379.786.011,01";"7.854.834,17";
"02/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"217.047.009,32";"75.089.697,36";"91.678.161,58";"17.944.349,91";
"02/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"2.011.600.126,35";"120.615.424,89";"119.421.564,63";"1.322.652.957,45";
"02/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.611.995.702,52";"541.014.807,44";"455.301.552,52";"1.127.201.308,26";
"02/2023";"10 - Saúde";"122 - Administração geral";"234.583.203,41";"570.830.012,05";"556.543.556,17";"19.497.677,17";
"02/2023";"10 - Saúde";"126 - Tecnologia da informação";"21.463.377,68";"877.556,39";"187.438,29";"34.163.012,13";
"02/2023";"10 - Saúde";"304 - Vigilância sanitária";"116.331.477,03";"1.748.040,34";"1.663.197,70";"516.150,31";
"02/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.715.107.508,97";"4.587.440.583,54";"4.507.748.059,52";"308.103.410,61";
"03/2023";"10 - Saúde";"124 - Controle interno";"0,00";"0,00";"0,00";"0,00";
"03/2023";"10 - Saúde";"306 - Alimentação e nutrição";"4.139,12";"4.139,12";"4.139,12";"183.554,00";
"03/2023";"10 - Saúde";"131 - Comunicação social";"- 1.113.676,86";"495.309,95";"0,00";"34.541.689,12";
"03/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"685.461,53";"685.461,53";"685.716,56";"359.017,00";
"03/2023";"10 - Saúde";"121 - Planejamento e orçamento";"5.940.828,44";"5.107.296,26";"5.296.103,72";"1.400.000,00";
"03/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"32.594,90";"22.143,35";"19.291,93";"0,00";
"03/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"143.902,14";"502.433,76";"1.075.125,16";"882.909,07";
"03/2023";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"74.905.228,20";"74.904.396,36";"23.321,50";
"03/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.273.891,66";"3.144.128,66";"3.087.846,02";"3.731.111,77";
"03/2023";"10 - Saúde";"128 - Formação de recursos humanos";"159.098.120,45";"131.141.161,10";"128.660.478,20";"10.748.325,42";
"03/2023";"10 - Saúde";"125 - Normatização e fiscalização";"- 1.214.162,85";"1.163.418,03";"1.164.273,73";"9.554,36";
"03/2023";"10 - Saúde";"126 - Tecnologia da informação";"23.684.159,85";"8.613.787,55";"5.690.316,81";"16.175.485,16";
"03/2023";"10 - Saúde";"304 - Vigilância sanitária";"3.621.764,58";"65.099.875,15";"64.071.658,92";"948.516,56";
"03/2023";"10 - Saúde";"512 - Saneamento básico urbano";"81.516,48";"66.492,52";"63.603,87";"6.920.099,57";
"03/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 9.770.987,37";"51.506.601,52";"54.403.937,60";"0,00";
"03/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"14.060.552,49";"8.319.717,79";"12.192.839,70";"12.883.115,83";
"03/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.056.094.887,65";"1.751.140.893,15";"1.374.295.797,46";"755.756.500,11";
"03/2023";"10 - Saúde";"511 - Saneamento básico rural";"17.433.645,61";"3.682.842,12";"3.274.725,83";"13.451.627,98";
"03/2023";"10 - Saúde";"301 - Atenção básica";"2.161.289.141,82";"2.278.088.523,02";"2.277.881.331,81";"11.290.739,10";
"03/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"96.406.199,04";"222.683.540,06";"215.189.281,29";"9.560.160,21";
"03/2023";"10 - Saúde";"571 - Desenvolvimento científico";"61.511.443,39";"41.242.902,01";"31.991.002,08";"81.228.566,88";
"03/2023";"10 - Saúde";"122 - Administração geral";"192.493.096,72";"591.059.769,15";"608.540.068,84";"16.205.323,72";
"03/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.081.962.879,79";"4.950.437.887,88";"4.945.161.998,83";"320.501.492,93";
"03/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"1.102.998.263,81";"1.406.582.241,51";"1.268.452.352,44";"737.505.001,90";
"04/2023";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"0,00";
"04/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"71.450,61";"71.450,61";"0,00";
"04/2023";"10 - Saúde";"124 - Controle interno";"975.700,00";"450.068,23";"12.568,23";"0,00";
"04/2023";"10 - Saúde";"512 - Saneamento básico urbano";"- 5.000,00";"0,00";"11.374,91";"1.150.999,96";
"04/2023";"10 - Saúde";"131 - Comunicação social";"28.390.430,63";"24.384.690,92";"13.133.553,04";"17.743.698,87";
"04/2023";"10 - Saúde";"121 - Planejamento e orçamento";"308.363,05";"780.752,79";"5.885.395,33";"2.313.291,06";
"04/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"311.693,32";"296.681,49";"556.286,68";"1.231.058,11";
"04/2023";"10 - Saúde";"306 - Alimentação e nutrição";"69.371,78";"29.965,85";"29.965,85";"202.344,00";
"04/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"9.028.727,22";"7.232.799,93";"2.996.190,53";"9.097.070,11";
"04/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"850.149,58";"2.490.172,06";"2.316.211,75";"1.135.071,40";
"04/2023";"10 - Saúde";"846 - Outros encargos especiais";"- 376.932,57";"74.523.531,38";"74.524.363,22";"0,00";
"04/2023";"10 - Saúde";"125 - Normatização e fiscalização";"1.425.935,01";"1.287.037,17";"1.281.047,70";"2.305.818,14";
"04/2023";"10 - Saúde";"511 - Saneamento básico rural";"5.927.408,62";"2.922.876,36";"2.964.679,21";"1.915.464,41";
"04/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.275.005.790,73";"1.280.892.457,91";"1.306.738.236,48";"312.574.459,51";
"04/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 5.242.081,82";"61.023.348,11";"50.978.910,77";"0,00";
"04/2023";"10 - Saúde";"128 - Formação de recursos humanos";"404.255.177,69";"151.365.594,21";"154.410.216,88";"16.805.037,54";
"04/2023";"10 - Saúde";"126 - Tecnologia da informação";"35.325.577,62";"23.716.612,06";"11.903.042,92";"6.875.005,73";
"04/2023";"10 - Saúde";"122 - Administração geral";"243.950.222,88";"571.769.922,98";"564.439.161,83";"17.505.339,46";
"04/2023";"10 - Saúde";"301 - Atenção básica";"2.455.847.299,06";"2.203.891.621,91";"2.202.076.302,38";"146.457.028,53";
"04/2023";"10 - Saúde";"571 - Desenvolvimento científico";"105.118.442,53";"66.937.760,79";"57.906.261,46";"40.893.104,92";
"04/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"448.782.046,41";"644.790.681,51";"586.991.987,62";"1.090.693.302,98";
"04/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 2.000,00";"83,28";"3.883,15";"0,00";
"04/2023";"10 - Saúde";"304 - Vigilância sanitária";"5.902.680,00";"23.897.299,31";"24.149.797,65";"519.220,52";
"04/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"371.846.176,01";"85.260.994,60";"83.238.926,20";"5.405.900,54";
"04/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.713.780.793,93";"6.429.211.714,90";"6.378.232.877,38";"352.729.774,99";
"05/2023";"10 - Saúde";"306 - Alimentação e nutrição";"26.956,86";"57.180,87";"57.180,87";"26.589,00";
"05/2023";"10 - Saúde";"124 - Controle interno";"78.000,00";"25.774,12";"462.642,79";"1.117.591,00";
"05/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 18.295,12";"0,00";"0,00";"12.000,00";
"05/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"0,00";"435.000,00";
"05/2023";"10 - Saúde";"121 - Planejamento e orçamento";"39.261,04";"36.156,89";"33.405,01";"474.375,00";
"05/2023";"10 - Saúde";"846 - Outros encargos especiais";"12.000.000,00";"82.963.879,71";"82.963.879,71";"0,00";
"05/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"11.687.285,27";"4.807.312,38";"3.667.937,02";"863.510,66";
"05/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"4.115.870,06";"251.444,89";"244.864,59";"373.415,82";
"05/2023";"10 - Saúde";"126 - Tecnologia da informação";"24.064.827,24";"15.152.171,55";"16.156.614,59";"6.999.944,49";
"05/2023";"10 - Saúde";"125 - Normatização e fiscalização";"1.613.871,21";"1.404.021,15";"1.404.532,03";"621.100,91";
"05/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"20.400.779,36";"2.997.548,45";"2.941.039,79";"9.987.566,42";
"05/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"7.451.738,04";"61.820.843,48";"61.703.713,73";"0,00";
"05/2023";"10 - Saúde";"131 - Comunicação social";"23.544.824,82";"15.431.910,59";"17.114.064,87";"6.172.941,25";
"05/2023";"10 - Saúde";"304 - Vigilância sanitária";"2.527.930,58";"23.992.003,57";"24.538.580,42";"804.853,24";
"05/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.092.626.193,09";"1.099.737.830,00";"1.018.159.868,52";"431.366.229,79";
"05/2023";"10 - Saúde";"511 - Saneamento básico rural";"4.320.422,62";"3.626.785,12";"2.827.363,28";"728.247,99";
"05/2023";"10 - Saúde";"512 - Saneamento básico urbano";"- 16.284,69";"0,00";"0,00";"3.901,92";
"05/2023";"10 - Saúde";"571 - Desenvolvimento científico";"130.008.023,06";"77.832.428,55";"66.547.877,26";"39.876.126,50";
"05/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"591.790.611,38";"869.715.791,69";"1.046.439.923,92";"513.203.595,03";
"05/2023";"10 - Saúde";"122 - Administração geral";"264.469.185,78";"606.247.700,98";"552.207.306,80";"12.174.615,31";
"05/2023";"10 - Saúde";"301 - Atenção básica";"4.977.949.787,93";"2.312.064.307,45";"2.317.124.089,65";"282.749.573,10";
"05/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"88.029.215,48";"242.805.257,57";"238.127.150,69";"3.208.914,12";
"05/2023";"10 - Saúde";"128 - Formação de recursos humanos";"40.037.855,21";"147.331.716,96";"157.640.044,70";"3.670.043,19";
"05/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.926.084.613,10";"5.461.908.449,22";"5.439.422.233,22";"212.793.984,15";
"06/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"4.500,00";
"06/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"0,00";"2.000.000,00";
"06/2023";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"82.862.335,40";"82.862.335,40";"0,00";
"06/2023";"10 - Saúde";"131 - Comunicação social";"56.385.000,00";"20.967.536,84";"21.486.410,34";"6.949.452,23";
"06/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"957.985,55";"3.570.583,90";"3.734.077,67";"1.563.612,37";
"06/2023";"10 - Saúde";"121 - Planejamento e orçamento";"12.122.931,99";"10.433.232,18";"68.343,06";"168.556,29";
"06/2023";"10 - Saúde";"125 - Normatização e fiscalização";"1.830.167,58";"1.476.897,48";"1.481.736,11";"411.868,47";
"06/2023";"10 - Saúde";"306 - Alimentação e nutrição";"1.632.164,26";"1.641.346,18";"141.346,18";"381.039,00";
"06/2023";"10 - Saúde";"124 - Controle interno";"0,00";"44.428,45";"44.168,88";"0,00";
"06/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"458.910,25";"344.052,44";"259.927,36";"594.447,95";
"06/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"15.456.337,88";"4.415.294,21";"3.566.402,98";"3.903.824,90";
"06/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"13.769.179,27";"65.808.464,05";"65.764.724,81";"0,00";
"06/2023";"10 - Saúde";"512 - Saneamento básico urbano";"0,00";"0,00";"0,00";"2.403,55";
"06/2023";"10 - Saúde";"511 - Saneamento básico rural";"6.182.725,07";"5.757.507,86";"5.826.596,22";"623.254,12";
"06/2023";"10 - Saúde";"126 - Tecnologia da informação";"6.823.004,55";"15.386.866,56";"23.925.877,89";"2.294.414,47";
"06/2023";"10 - Saúde";"122 - Administração geral";"236.469.016,69";"781.678.645,09";"631.339.113,20";"3.620.364,45";
"06/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"527.898.265,14";"496.837.926,63";"434.751.743,91";"109.313.622,34";
"06/2023";"10 - Saúde";"128 - Formação de recursos humanos";"389.976.366,72";"141.840.692,15";"132.406.483,39";"1.830.475,38";
"06/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.729.321.035,19";"1.568.162.691,64";"1.682.555.931,65";"281.103.318,66";
"06/2023";"10 - Saúde";"571 - Desenvolvimento científico";"126.343.550,05";"82.568.518,98";"68.854.939,71";"21.012.078,66";
"06/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"208.668.028,68";"86.906.190,99";"85.264.690,73";"5.611.908,90";
"06/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.349.331.278,18";"7.027.112.943,65";"7.067.114.607,75";"183.075.437,31";
"06/2023";"10 - Saúde";"304 - Vigilância sanitária";"10.464.365,90";"29.242.610,61";"28.313.102,73";"107.647,06";
"06/2023";"10 - Saúde";"301 - Atenção básica";"3.303.068.898,48";"4.010.487.488,52";"4.012.102.771,75";"68.465.200,45";
"07/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"0,00";"- 2.000.000,00";
"07/2023";"10 - Saúde";"846 - Outros encargos especiais";"11.000.000,00";"82.422.414,62";"82.422.414,62";"0,00";
"07/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"660.486,40";"2.707.151,81";"7.016.048,18";"33.825.823,52";
"07/2023";"10 - Saúde";"131 - Comunicação social";"6.316.428,84";"14.008.046,13";"16.942.631,45";"1.162.231,66";
"07/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 34.088,33";"0,00";"0,00";"8.989,80";
"07/2023";"10 - Saúde";"124 - Controle interno";"5.439.700,00";"3.531.295,49";"30.936,39";"0,00";
"07/2023";"10 - Saúde";"512 - Saneamento básico urbano";"- 267.717,54";"0,00";"0,00";"0,00";
"07/2023";"10 - Saúde";"306 - Alimentação e nutrição";"38.298,08";"38.298,08";"1.538.298,08";"195.299,00";
"07/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"474.519,57";"2.259.094,88";"1.933.497,45";"302.730,99";
"07/2023";"10 - Saúde";"121 - Planejamento e orçamento";"95.002,40";"1.755.565,11";"10.522.023,71";"2.460.332,75";
"07/2023";"10 - Saúde";"125 - Normatização e fiscalização";"2.527.993,31";"1.389.400,10";"1.125.561,44";"11.868,47";
"07/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.039.744,25";"6.401.245,33";"5.945.555,94";"1.276.096,67";
"07/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"11.655.358,07";"62.345.317,13";"63.062.000,48";"0,00";
"07/2023";"10 - Saúde";"128 - Formação de recursos humanos";"31.769.594,17";"161.436.185,46";"166.057.441,38";"2.801.968,66";
"07/2023";"10 - Saúde";"122 - Administração geral";"240.062.133,71";"609.285.251,47";"758.102.413,61";"7.974.186,71";
"07/2023";"10 - Saúde";"126 - Tecnologia da informação";"37.209.868,12";"19.654.415,11";"17.458.325,16";"2.896.249,77";
"07/2023";"10 - Saúde";"571 - Desenvolvimento científico";"61.377.371,62";"103.991.433,10";"99.043.114,43";"19.253.354,12";
"07/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"685.348.915,15";"583.413.992,51";"581.473.853,02";"48.301.601,03";
"07/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.420.297.600,50";"1.678.528.479,39";"1.444.280.554,18";"93.427.850,97";
"07/2023";"10 - Saúde";"511 - Saneamento básico rural";"20.199.506,91";"4.521.919,38";"4.321.639,60";"297.718,16";
"07/2023";"10 - Saúde";"301 - Atenção básica";"4.495.529.506,30";"3.655.346.006,87";"3.605.748.032,94";"175.300.994,16";
"07/2023";"10 - Saúde";"304 - Vigilância sanitária";"1.996.491,11";"5.382.803,17";"6.106.210,95";"530.389,83";
"07/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"301.238.910,01";"249.760.750,98";"247.211.006,62";"2.735.021,90";
"07/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"8.320.427.722,15";"5.587.230.284,33";"5.570.351.484,69";"218.669.153,46";
"08/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"4.500,00";
"08/2023";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"81.835.032,70";"81.835.032,70";"4.970,28";
"08/2023";"10 - Saúde";"306 - Alimentação e nutrição";"22.149,88";"22.149,88";"22.149,88";"248.640,00";
"08/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"487.723,40";"487.723,40";"2.000.000,00";
"08/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"16.352.358,96";"10.341.602,20";"3.973.677,12";"401.294,47";
"08/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"2.296.599,81";"2.199.932,29";"1.319.022,89";"514.312,12";
"08/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"10.943.537,35";"4.157.168,23";"4.134.668,23";"11.738.737,52";
"08/2023";"10 - Saúde";"121 - Planejamento e orçamento";"1.504,50";"71.258,25";"1.670.158,85";"274.309,28";
"08/2023";"10 - Saúde";"131 - Comunicação social";"1.521.676,01";"10.036.407,99";"15.228.103,01";"104.975,92";
"08/2023";"10 - Saúde";"125 - Normatização e fiscalização";"2.301.972,31";"1.556.318,25";"1.804.566,18";"403.063,52";
"08/2023";"10 - Saúde";"124 - Controle interno";"50.000,00";"98.184,09";"473.475,97";"0,00";
"08/2023";"10 - Saúde";"126 - Tecnologia da informação";"23.301.091,35";"31.734.533,06";"23.162.669,45";"7.517.628,55";
"08/2023";"10 - Saúde";"128 - Formação de recursos humanos";"36.974.881,72";"148.884.485,42";"154.276.598,39";"7.786.722,06";
"08/2023";"10 - Saúde";"511 - Saneamento básico rural";"11.804.638,28";"5.984.937,10";"3.902.896,82";"5.434.902,91";
"08/2023";"10 - Saúde";"304 - Vigilância sanitária";"128.628.671,08";"45.599.268,62";"45.777.950,41";"229.146,07";
"08/2023";"10 - Saúde";"512 - Saneamento básico urbano";"0,00";"0,00";"0,00";"15.377.376,63";
"08/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"8.196.605,17";"63.378.321,04";"62.696.361,85";"0,00";
"08/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.032.633.354,81";"1.799.966.420,83";"1.986.153.224,70";"67.065.676,54";
"08/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"528.053.392,62";"620.093.770,67";"602.032.790,84";"30.663.031,43";
"08/2023";"10 - Saúde";"301 - Atenção básica";"3.645.456.875,87";"4.107.006.097,56";"3.838.429.413,70";"27.223.159,71";
"08/2023";"10 - Saúde";"122 - Administração geral";"2.361.032.676,01";"2.752.397.779,18";"2.751.028.516,49";"906.452,63";
"08/2023";"10 - Saúde";"571 - Desenvolvimento científico";"86.987.839,58";"91.933.906,66";"98.669.859,70";"7.559.445,33";
"08/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.253.946.954,73";"6.814.488.221,85";"6.639.173.488,91";"74.684.823,06";
"08/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"37.266.478,71";"136.569.053,60";"125.125.016,57";"1.094.741,27";
"09/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.500.000,00";"181.046,87";"181.046,87";"0,00";
"09/2023";"10 - Saúde";"846 - Outros encargos especiais";"22.000.000,00";"81.898.905,42";"81.898.905,42";"0,00";
"09/2023";"10 - Saúde";"306 - Alimentação e nutrição";"171.184,00";"171.184,00";"11.184,00";"228.242,00";
"09/2023";"10 - Saúde";"131 - Comunicação social";"85.608.969,55";"17.928.401,08";"11.183.549,17";"260.586,45";
"09/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"30.763,00";"0,00";"0,00";"4.500,00";
"09/2023";"10 - Saúde";"125 - Normatização e fiscalização";"1.379.837,44";"2.220.907,49";"1.771.352,51";"199.368,47";
"09/2023";"10 - Saúde";"121 - Planejamento e orçamento";"8.524.414,78";"1.609.413,45";"110.332,47";"75.043,40";
"09/2023";"10 - Saúde";"512 - Saneamento básico urbano";"51.419,59";"0,00";"0,00";"290.217,35";
"09/2023";"10 - Saúde";"124 - Controle interno";"50.000,00";"198.640,83";"3.305.930,18";"397.485,00";
"09/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"265.610,24";"1.922.308,04";"2.592.805,09";"319.876,37";
"09/2023";"10 - Saúde";"126 - Tecnologia da informação";"21.532.484,74";"19.510.984,04";"27.282.163,68";"165.652,54";
"09/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"3.260.568,97";"11.886.851,65";"11.208.014,87";"16.449.652,30";
"09/2023";"10 - Saúde";"511 - Saneamento básico rural";"5.424.724,42";"6.352.824,87";"8.073.997,60";"1.188.436,99";
"09/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"710.317.145,61";"1.527.558.838,70";"1.804.218.370,95";"107.975.616,34";
"09/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"4.331.503,42";"15.952.895,84";"17.546.328,08";"219.213,72";
"09/2023";"10 - Saúde";"128 - Formação de recursos humanos";"10.018.673,13";"139.168.143,90";"136.400.866,63";"7.051.751,31";
"09/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"12.940.736,60";"185.791.477,59";"213.394.798,94";"1.539.921,94";
"09/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"11.374.719,29";"61.420.617,47";"57.049.676,20";"0,00";
"09/2023";"10 - Saúde";"122 - Administração geral";"2.001.204.872,34";"2.436.830.772,68";"2.423.343.835,09";"3.431.722,39";
