"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2019";"10 - Saúde";"125 - Normatização e fiscalização";"2.451.921,25";"73.895,54";"68.617,32";"1.400.241,62";
"01/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"0,00";"0,00";"0,00";"10.900.636,61";
"01/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"55.200,00";"1.703,45";"0,00";"822.694,73";
"01/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"0,00";"0,00";"0,00";"152.828,37";
"01/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"516.669.989,56";"46.017.572,60";"5.396.472,84";"43.261.118,54";
"01/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"151.485.017,30";"28.714.956,89";"387.484,66";"58.129.203,28";
"01/2019";"10 - Saúde";"121 - Planejamento e orçamento";"291.000,00";"6.293,12";"6.293,12";"4.511.207,58";
"01/2019";"10 - Saúde";"571 - Desenvolvimento científico";"22.333.920,44";"13.109.722,66";"6.179.704,60";"26.115.026,47";
"01/2019";"10 - Saúde";"122 - Administração geral";"7.329.686.066,01";"648.110.424,75";"212.405.651,74";"647.900.173,55";
"01/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.910.398.282,60";"3.681.822.458,55";"3.642.464.041,16";"222.362.497,56";
"02/2019";"10 - Saúde";"124 - Controle interno";"50,00";"0,00";"0,00";"5.171,95";
"02/2019";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"94.942.737,73";"94.942.737,73";"3.531,99";
"02/2019";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"86.310,00";
"02/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"0,00";"0,00";"0,00";"3.381,28";
"02/2019";"10 - Saúde";"126 - Tecnologia da informação";"35.681.329,26";"3.425.646,06";"918.825,46";"25.469.429,98";
"02/2019";"10 - Saúde";"121 - Planejamento e orçamento";"94.597,12";"29.305,35";"29.305,35";"117.149,31";
"02/2019";"10 - Saúde";"131 - Comunicação social";"41.200.614,50";"826.607,83";"826.607,83";"19.293.389,37";
"02/2019";"10 - Saúde";"512 - Saneamento básico urbano";"0,00";"0,00";"0,00";"16.597.824,95";
"02/2019";"10 - Saúde";"511 - Saneamento básico rural";"1.963.071,30";"1.052.692,57";"357.578,28";"9.207.265,31";
"02/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"71.429.967,92";"145.265.209,66";"136.806.836,17";"12.627.722,11";
"02/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"616.700,00";"636.529,74";"4.599,09";"3.068.816,61";
"02/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.571.397.913,36";"533.529.058,10";"476.893.848,40";"685.426.044,53";
"02/2019";"10 - Saúde";"128 - Formação de recursos humanos";"78.491.772,40";"77.554.330,49";"70.856.010,71";"3.299.661,15";
"02/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"7.650.271,82";"47.427.921,86";"46.238.971,69";"120.848,70";
"02/2019";"10 - Saúde";"301 - Atenção básica";"1.613.185.264,08";"2.394.463.068,34";"1.721.063.806,09";"37.449.340,19";
"02/2019";"10 - Saúde";"122 - Administração geral";"140.044.494,14";"666.332.125,44";"678.852.465,43";"25.464.465,55";
"02/2019";"10 - Saúde";"571 - Desenvolvimento científico";"28.403.421,66";"18.622.586,00";"20.184.833,09";"25.376.899,27";
"02/2019";"10 - Saúde";"125 - Normatização e fiscalização";"2.784.166,32";"1.068.991,81";"1.042.351,34";"117.548,51";
"02/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.173.116,17";"1.181.194,67";"1.814.573,02";"317.054,55";
"02/2019";"10 - Saúde";"304 - Vigilância sanitária";"133.745.071,66";"2.244.629,25";"2.265.079,46";"1.450.714,52";
"02/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.461.314.905,41";"7.452.461.875,09";"4.065.680.528,25";"266.159.704,28";
"02/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"492.223.934,81";"470.023.255,92";"249.334.220,21";"240.324.223,12";
"02/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"1.404.206,64";"0,00";"0,00";"14.038.113,24";
"02/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"6.554,00";"0,00";"391.023,64";
"03/2019";"10 - Saúde";"124 - Controle interno";"900.000,00";"852.251,43";"19.751,43";"6.932,48";
"03/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"10.000,00";"16.554,00";"219.850,45";
"03/2019";"10 - Saúde";"131 - Comunicação social";"1.994.066,58";"5.815.059,36";"4.895.229,67";"2.586.475,42";
"03/2019";"10 - Saúde";"121 - Planejamento e orçamento";"6.664,00";"33.314,33";"33.314,33";"13.315,73";
"03/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"760.972,71";"750.563,38";"630.304,14";"64.733,62";
"03/2019";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"95.948.672,44";"95.948.672,44";"52.216,90";
"03/2019";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"7.641.389,00";
"03/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.506.145,34";"594.325,56";"1.203.159,66";"2.218.787,09";
"03/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"10.250.493,61";"3.789.840,46";"1.151.313,03";"10.814.557,33";
"03/2019";"10 - Saúde";"511 - Saneamento básico rural";"13.009.458,53";"977.071,05";"1.285.334,16";"8.800.871,08";
"03/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.113.344,34";"1.313.383,97";"896.274,12";"138.055,18";
"03/2019";"10 - Saúde";"128 - Formação de recursos humanos";"97.516.363,55";"73.442.621,73";"81.727.676,67";"1.071.898,43";
"03/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"9.326.848,41";"46.815.903,66";"47.068.225,49";"51.954,57";
"03/2019";"10 - Saúde";"125 - Normatização e fiscalização";"2.260.143,96";"1.812.224,18";"1.805.371,23";"57.231,90";
"03/2019";"10 - Saúde";"126 - Tecnologia da informação";"22.085.472,97";"10.731.638,47";"9.692.877,99";"7.693.450,50";
"03/2019";"10 - Saúde";"512 - Saneamento básico urbano";"5.390.847,83";"50.512,29";"50.512,29";"21.625.679,93";
"03/2019";"10 - Saúde";"301 - Atenção básica";"706.558.426,27";"964.114.154,65";"1.638.225.024,95";"107.401.191,11";
"03/2019";"10 - Saúde";"571 - Desenvolvimento científico";"39.605.416,01";"24.565.106,50";"21.812.355,92";"17.047.320,31";
"03/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"37.499.250,55";"46.093.841,64";"50.067.254,44";"12.168.839,03";
"03/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"243.775.014,82";"204.005.176,08";"438.157.662,49";"483.994.307,38";
"03/2019";"10 - Saúde";"122 - Administração geral";"164.199.659,10";"674.242.322,94";"665.606.721,42";"41.227.983,82";
"03/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"817.728.308,92";"664.689.250,06";"697.033.438,18";"375.244.857,38";
"03/2019";"10 - Saúde";"304 - Vigilância sanitária";"6.754.547,44";"3.536.813,47";"3.275.461,99";"1.761.221,22";
"03/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"1.003.094.999,56";"928.029.794,33";"4.195.540.717,09";"212.219.100,81";
"04/2019";"10 - Saúde";"124 - Controle interno";"2.900.294,00";"2.870.222,32";"2.884.201,30";"403.927,61";
"04/2019";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"972.970,00";
"04/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"36.235,68";"0,00";"2.669,04";
"04/2019";"10 - Saúde";"846 - Outros encargos especiais";"5,71";"94.456.498,33";"94.456.498,33";"0,00";
"04/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.423.988,34";"671.757,35";"696.557,35";"1.293.343,37";
"04/2019";"10 - Saúde";"131 - Comunicação social";"20.809.520,67";"9.179.641,26";"6.910.703,40";"1.460.436,97";
"04/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.681.506,50";"896.878,38";"913.794,88";"13.249,34";
"04/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"989.770,22";"1.428.444,75";"2.790.749,54";"15.518.903,59";
"04/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.614.326,45";"2.312.433,67";"2.511.635,91";"75.526,45";
"04/2019";"10 - Saúde";"511 - Saneamento básico rural";"7.781.200,45";"6.933.211,83";"6.411.538,69";"7.027.641,72";
"04/2019";"10 - Saúde";"128 - Formação de recursos humanos";"240.250.589,19";"113.106.097,50";"90.054.848,42";"1.948.826,95";
"04/2019";"10 - Saúde";"512 - Saneamento básico urbano";"67.216.552,97";"10.451.664,08";"10.444.533,03";"29.630.564,16";
"04/2019";"10 - Saúde";"125 - Normatização e fiscalização";"3.929.821,48";"2.074.114,06";"2.081.292,11";"0,00";
"04/2019";"10 - Saúde";"121 - Planejamento e orçamento";"- 22.000,00";"20.889,65";"20.316,57";"4.392.977,32";
"04/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"487.222.658,63";"719.606.953,28";"674.250.363,42";"302.808.122,02";
"04/2019";"10 - Saúde";"126 - Tecnologia da informação";"64.222.751,23";"15.872.969,19";"19.227.440,29";"1.319.126,50";
"04/2019";"10 - Saúde";"301 - Atenção básica";"2.994.171.740,55";"1.693.648.909,41";"1.663.027.906,69";"254.559.325,90";
"04/2019";"10 - Saúde";"304 - Vigilância sanitária";"4.395.455,94";"90.321.813,75";"90.605.613,77";"849.227,65";
"04/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"616.003.925,55";"258.237.883,08";"244.833.906,54";"3.287.856,67";
"04/2019";"10 - Saúde";"122 - Administração geral";"181.158.695,43";"676.459.828,93";"696.377.583,77";"62.002.985,14";
"04/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.858.256.061,06";"431.592.877,63";"392.509.024,42";"346.494.677,33";
"04/2019";"10 - Saúde";"571 - Desenvolvimento científico";"61.979.524,12";"29.506.271,73";"28.914.287,15";"24.994.318,22";
"04/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"8.135.918,78";"46.972.795,71";"46.680.951,93";"21.251,35";
"04/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.421.583.796,79";"4.215.210.906,98";"4.200.550.264,26";"399.369.164,65";
"05/2019";"10 - Saúde";"124 - Controle interno";"0,00";"- 409.133,66";"409.387,36";"13.978,98";
"05/2019";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"93.753.898,68";"93.753.898,68";"0,00";
"05/2019";"10 - Saúde";"131 - Comunicação social";"1.606.485,13";"13.420.881,13";"12.885.430,46";"913.269,25";
"05/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"- 3.500,00";"532.032,08";"16.801,73";"46.832,32";
"05/2019";"10 - Saúde";"121 - Planejamento e orçamento";"20.701,70";"37.765,08";"36.890,31";"1.358.275,76";
"05/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"562.034,22";"172.709,30";"270.005,63";"0,00";
"05/2019";"10 - Saúde";"125 - Normatização e fiscalização";"3.052.074,52";"2.367.178,25";"1.836.216,61";"0,00";
"05/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"47.766,18";"191.078,25";"190.521,21";"768.812,16";
"05/2019";"10 - Saúde";"126 - Tecnologia da informação";"14.409.026,51";"28.849.996,73";"27.044.533,60";"1.698.083,16";
"05/2019";"10 - Saúde";"512 - Saneamento básico urbano";"10.221.844,93";"45.976.712,25";"41.757.329,77";"26.310.842,11";
"05/2019";"10 - Saúde";"511 - Saneamento básico rural";"1.336.654,31";"7.254.041,45";"5.783.794,47";"14.399.699,86";
"05/2019";"10 - Saúde";"306 - Alimentação e nutrição";"3.518.280,62";"3.518.280,62";"0,00";"188.796,00";
"05/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.777.587,95";"2.829.511,69";"2.907.933,49";"210.954,51";
"05/2019";"10 - Saúde";"128 - Formação de recursos humanos";"11.740.507,64";"96.669.309,59";"104.538.396,50";"4.270.856,10";
"05/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"8.412.894,13";"46.917.279,18";"47.402.996,35";"17.975,54";
"05/2019";"10 - Saúde";"304 - Vigilância sanitária";"7.937.932,37";"26.005.665,26";"25.490.671,64";"700.213,57";
"05/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"19.899.518,22";"156.337.696,28";"96.125.019,09";"3.497.811,98";
"05/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.082.286.590,98";"1.062.675.572,95";"947.615.257,52";"462.351.011,06";
"05/2019";"10 - Saúde";"122 - Administração geral";"171.011.040,93";"679.378.248,67";"673.232.894,38";"28.285.791,36";
"05/2019";"10 - Saúde";"301 - Atenção básica";"1.468.896.440,50";"1.666.173.492,02";"1.649.419.684,77";"68.386.538,62";
"05/2019";"10 - Saúde";"571 - Desenvolvimento científico";"32.556.933,97";"36.657.169,43";"34.272.645,20";"14.894.094,74";
"05/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"681.694.308,22";"654.269.704,29";"675.790.164,63";"265.281.383,30";
"05/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"13.964.295,21";"4.935.668,86";"6.081.350,14";"15.018.396,60";
"05/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.758.483.569,56";"4.423.952.004,89";"4.406.364.391,70";"223.056.050,39";
"06/2019";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"06/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"94.552,92";"609.783,27";"54.592,92";
"06/2019";"10 - Saúde";"124 - Controle interno";"444.157,63";"134.360,32";"23.320,91";"0,00";
"06/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"274.651,56";"73.850,92";"107.424,74";"14.496,24";
"06/2019";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"1.304.569,13";"762.046,00";
"06/2019";"10 - Saúde";"131 - Comunicação social";"3.971.955,06";"12.066.862,90";"8.111.245,06";"1.742.580,31";
"06/2019";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"92.577.037,54";"92.577.037,54";"0,00";
"06/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"465.778,36";"1.239.369,28";"1.137.404,09";"36.116,04";
"06/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.759.366,76";"1.211.282,74";"1.232.331,77";"49.768,81";
"06/2019";"10 - Saúde";"128 - Formação de recursos humanos";"187.753.865,34";"87.886.130,76";"94.817.231,96";"2.120.022,93";
"06/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"24.143.939,04";"9.172.541,84";"130.541,36";"4.644.847,37";
"06/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.224.547.623,40";"910.735.422,48";"972.317.951,21";"194.877.530,36";
"06/2019";"10 - Saúde";"125 - Normatização e fiscalização";"5.051.363,73";"1.890.852,33";"2.424.925,62";"0,00";
"06/2019";"10 - Saúde";"304 - Vigilância sanitária";"4.173.649,63";"26.943.702,62";"27.329.952,16";"486.165,19";
"06/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"6.909.027,51";"46.296.484,07";"46.454.604,86";"47.735,10";
"06/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"342.406.251,96";"387.621.081,31";"338.012.443,28";"286.929.969,03";
"06/2019";"10 - Saúde";"126 - Tecnologia da informação";"6.430.968,23";"13.438.413,63";"9.733.966,02";"5.351.127,57";
"06/2019";"10 - Saúde";"511 - Saneamento básico rural";"5.646.205,60";"3.650.643,58";"4.847.845,21";"8.628.724,56";
"06/2019";"10 - Saúde";"571 - Desenvolvimento científico";"43.860.301,27";"33.771.696,08";"34.047.394,89";"10.653.786,86";
"06/2019";"10 - Saúde";"512 - Saneamento básico urbano";"22.836.795,78";"7.428.335,28";"9.388.848,38";"8.002.574,62";
"06/2019";"10 - Saúde";"121 - Planejamento e orçamento";"543.843,57";"182.080,89";"38.137,52";"127.596,58";
"06/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"71.502.860,67";"47.207.377,99";"113.993.309,75";"3.155.187,52";
"06/2019";"10 - Saúde";"301 - Atenção básica";"2.998.654.919,81";"1.664.237.938,75";"1.644.490.103,49";"37.096.943,55";
"06/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"827.707.020,56";"4.259.405.775,88";"4.262.378.868,36";"68.507.344,13";
"06/2019";"10 - Saúde";"122 - Administração geral";"39.421.401,80";"792.564.907,06";"670.036.199,77";"289.302.595,17";
"07/2019";"10 - Saúde";"846 - Outros encargos especiais";"- 5,71";"91.063.070,64";"91.063.070,64";"0,00";
"07/2019";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"303.416,00";
"07/2019";"10 - Saúde";"121 - Planejamento e orçamento";"1.033.358,75";"211.308,02";"302.341,23";"7.920,00";
"07/2019";"10 - Saúde";"131 - Comunicação social";"19.199.742,09";"16.912.067,20";"14.469.543,94";"259.023,31";
"07/2019";"10 - Saúde";"126 - Tecnologia da informação";"42.541.189,03";"27.789.807,06";"21.287.018,98";"16.492.204,12";
"07/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"59.612,71";"7.871,70";"11.090,60";"544.907,35";
"07/2019";"10 - Saúde";"124 - Controle interno";"0,00";"181.207,43";"255.233,70";"0,00";
"07/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"702.134,37";"1.132.528,85";"617.050,53";"11.556,65";
"07/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.526.361,60";"178.378,79";"253.056,22";"0,00";
"07/2019";"10 - Saúde";"128 - Formação de recursos humanos";"34.599.666,28";"81.863.368,12";"82.050.788,67";"7.453.648,73";
"07/2019";"10 - Saúde";"125 - Normatização e fiscalização";"429.516,19";"2.317.329,53";"2.314.127,54";"0,00";
"07/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"7.671.083,25";"45.568.562,51";"46.952.396,16";"30.581,74";
"07/2019";"10 - Saúde";"511 - Saneamento básico rural";"3.612.571,11";"6.220.579,38";"5.011.025,45";"9.603.128,66";
"07/2019";"10 - Saúde";"304 - Vigilância sanitária";"134.480.599,79";"4.622.792,26";"4.354.012,54";"113.747,28";
"07/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"68.640.979,73";"12.887.789,71";"9.223.189,65";"17.751.890,26";
"07/2019";"10 - Saúde";"571 - Desenvolvimento científico";"52.184.362,06";"34.530.344,69";"31.756.097,95";"7.879.607,51";
"07/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"518.857.205,93";"462.505.000,55";"434.401.561,43";"57.205.873,67";
"07/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"102.960.176,03";"59.217.104,08";"54.063.307,93";"2.156.159,74";
"07/2019";"10 - Saúde";"122 - Administração geral";"316.261.406,10";"640.956.816,84";"785.751.004,56";"45.536.739,47";
"07/2019";"10 - Saúde";"512 - Saneamento básico urbano";"9.405.278,55";"8.934.567,92";"8.048.417,55";"8.017.753,90";
"07/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.288.720.025,16";"1.163.137.707,80";"1.097.492.233,80";"293.724.133,91";
"07/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"9.061.832,18";"4.281.422,43";"2.292.927,05";"348.162,81";
"07/2019";"10 - Saúde";"301 - Atenção básica";"3.411.033.389,44";"4.075.587.458,65";"4.051.006.519,77";"22.343.614,12";
"07/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"10.268.288.394,90";"5.134.189.584,86";"5.098.603.941,48";"102.625.625,97";
"08/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 262.651,56";"11.364,58";"11.364,58";"107.009,44";
"08/2019";"10 - Saúde";"846 - Outros encargos especiais";"143,29";"89.745.231,91";"89.745.231,91";"0,00";
"08/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"37.000,00";"535.792,28";"1.051.270,60";"872.387,73";
"08/2019";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"08/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"295.116,19";"700.298,25";"713.696,98";"51.992,51";
"08/2019";"10 - Saúde";"121 - Planejamento e orçamento";"6.304.864,59";"1.028.850,71";"1.081.760,87";"2.239.776,39";
"08/2019";"10 - Saúde";"131 - Comunicação social";"71.141,02";"8.767.110,43";"15.508.433,46";"70.903,14";
"08/2019";"10 - Saúde";"124 - Controle interno";"995.049,00";"957.415,94";"54.900,08";"0,00";
"08/2019";"10 - Saúde";"306 - Alimentação e nutrição";"31.641.068,70";"29.065,43";"29.065,43";"332.906,00";
"08/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"2.955.773,75";"11.841.152,35";"13.576.055,76";"4.127.460,34";
"08/2019";"10 - Saúde";"125 - Normatização e fiscalização";"135.702,56";"1.666.319,41";"1.668.617,14";"0,00";
"08/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.614.302,38";"2.975.813,85";"4.308.361,89";"55.423,50";
"08/2019";"10 - Saúde";"511 - Saneamento básico rural";"10.115.620,53";"3.489.042,76";"4.672.959,41";"7.738.414,59";
"08/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"827.218.974,84";"1.098.997.371,61";"933.784.450,77";"101.757.217,36";
"08/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"459.920.724,51";"451.914.017,30";"479.574.439,40";"80.959.835,22";
"08/2019";"10 - Saúde";"126 - Tecnologia da informação";"58.905.066,72";"20.310.422,47";"30.408.648,50";"561.235,82";
"08/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"5.818.137,64";"45.310.611,95";"45.404.453,19";"0,00";
"08/2019";"10 - Saúde";"128 - Formação de recursos humanos";"303.831.093,32";"99.689.458,46";"97.754.156,60";"1.167.066,56";
"08/2019";"10 - Saúde";"571 - Desenvolvimento científico";"39.204.624,33";"36.163.195,74";"34.200.324,31";"8.876.949,70";
"08/2019";"10 - Saúde";"122 - Administração geral";"195.744.881,71";"660.416.479,86";"651.732.095,45";"2.923.220,35";
"08/2019";"10 - Saúde";"304 - Vigilância sanitária";"18.924.519,37";"5.167.684,50";"5.074.656,25";"97.589,94";
"08/2019";"10 - Saúde";"512 - Saneamento básico urbano";"24.430.396,45";"7.025.723,18";"6.935.880,76";"22.528.151,98";
"08/2019";"10 - Saúde";"301 - Atenção básica";"1.883.026.229,71";"2.182.489.035,02";"2.172.253.767,43";"96.260.608,97";
"08/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.510.645.395,41";"5.171.811.522,81";"5.166.720.142,33";"60.543.404,34";
"08/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"55.898.457,45";"213.199.232,59";"212.517.201,55";"6.196.283,91";
"09/2019";"10 - Saúde";"306 - Alimentação e nutrição";"991.100,30";"- 8.899,70";"- 8.899,70";"326.816,00";
"09/2019";"10 - Saúde";"124 - Controle interno";"25.056,25";"91.737,91";"1.002.061,10";"19.309,53";
"09/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"117.700,80";"137.189,51";"137.189,51";"55.187,05";
"09/2019";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"89.174.699,34";"89.174.686,62";"0,00";
"09/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.743.493,74";"611.197,81";"170.111,12";"6.600,00";
"09/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"360.342,51";"1.017.384,98";"915.972,89";"0,00";
"09/2019";"10 - Saúde";"121 - Planejamento e orçamento";"951.353,20";"4.514.317,04";"4.470.160,79";"95.666,13";
"09/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"4.104.009,06";"4.839.593,61";"4.876.228,25";"58.185,68";
"09/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"10.242.309,02";"2.439.486,70";"13.348.743,14";"10.417.031,81";
"09/2019";"10 - Saúde";"126 - Tecnologia da informação";"8.147.728,66";"16.284.956,09";"15.031.931,96";"30.522,25";
"09/2019";"10 - Saúde";"131 - Comunicação social";"27.350.553,29";"6.005.205,00";"7.760.765,81";"3.978.492,13";
"09/2019";"10 - Saúde";"511 - Saneamento básico rural";"48.450.810,80";"6.881.680,83";"4.205.133,03";"4.951.913,40";
"09/2019";"10 - Saúde";"512 - Saneamento básico urbano";"136.754.905,10";"17.450.004,97";"15.295.241,68";"5.533.144,83";
"09/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.024.307.140,41";"1.346.308.123,66";"1.507.121.215,79";"270.145.288,54";
"09/2019";"10 - Saúde";"304 - Vigilância sanitária";"4.540.882,06";"60.376.699,51";"60.725.166,38";"98.229,23";
"09/2019";"10 - Saúde";"122 - Administração geral";"- 378.449.910,14";"643.051.453,94";"657.685.824,70";"13.067.024,04";
"09/2019";"10 - Saúde";"128 - Formação de recursos humanos";"23.299.471,99";"89.716.237,27";"86.295.538,50";"5.855.723,07";
