"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2014";"10 - Saúde";"571 - Desenvolvimento científico";"52.837.099,79";"6.683.690,12";"5.579.905,33";"9.603.490,36";
"01/2014";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"19.727.311,55";
"01/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"490.538.078,34";"39.328.037,34";"38.575.934,91";"873.448,79";
"01/2014";"10 - Saúde";"304 - Vigilância sanitária";"21.063.689,58";"862.732,51";"821.310,82";"3.468.984,74";
"01/2014";"10 - Saúde";"125 - Normatização e fiscalização";"12.456.072,41";"386.372,36";"386.372,36";"1.294.558,25";
"01/2014";"10 - Saúde";"512 - Saneamento básico urbano";"12.000,00";"1.180,70";"1.180,70";"19.722.320,94";
"01/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"868.597.969,85";"203.482.586,51";"69.811.421,74";"220.251.262,91";
"01/2014";"10 - Saúde";"122 - Administração geral";"8.194.061.828,64";"766.688.216,33";"757.313.132,36";"187.393.909,96";
"01/2014";"10 - Saúde";"301 - Atenção básica";"1.844.438.239,48";"1.077.912.836,75";"1.077.379.320,40";"300.606.943,46";
"01/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"714.281.756,47";"12.810.507,24";"12.432.854,71";"23.507.960,46";
"01/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.790.795.293,34";"3.091.837.400,45";"3.059.331.613,11";"424.995.685,68";
"02/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"5.000,00";
"02/2014";"10 - Saúde";"124 - Controle interno";"24.144,49";"3.649,40";"3.649,40";"64.034,40";
"02/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"9.868.491,98";
"02/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"32.500,00";"12.232,20";"12.940,20";"320.393,90";
"02/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"24.489.533,36";"3.392.228,49";"3.390.257,89";"5.087.979,73";
"02/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"37.294.186,49";"141.558,38";"160.875,38";"19.245.000,96";
"02/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"369.569,54";"265.317,87";"565.317,87";"691.162,13";
"02/2014";"10 - Saúde";"511 - Saneamento básico rural";"7.625.105,81";"0,00";"0,00";"7.586.036,73";
"02/2014";"10 - Saúde";"131 - Comunicação social";"20.347.834,96";"540.294,41";"540.294,41";"20.496.277,82";
"02/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"5.675.881,81";"648.087,97";"692.092,40";"673.510,29";
"02/2014";"10 - Saúde";"125 - Normatização e fiscalização";"13.388.653,83";"2.808.890,94";"2.802.504,53";"3.004.677,33";
"02/2014";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"2.257.474,60";
"02/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"437.957.087,44";"136.586.060,29";"143.606.765,64";"527.009.879,14";
"02/2014";"10 - Saúde";"121 - Planejamento e orçamento";"8.230.202,01";"1.625.191,74";"1.627.233,49";"584.987,66";
"02/2014";"10 - Saúde";"512 - Saneamento básico urbano";"4.621.966,83";"11.001,25";"11.001,25";"38.558.881,40";
"02/2014";"10 - Saúde";"128 - Formação de recursos humanos";"73.732.119,69";"97.847.195,37";"94.005.083,74";"22.142.794,12";
"02/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"41.536.565,66";"194.224.456,45";"192.381.202,19";"14.599.066,18";
"02/2014";"10 - Saúde";"126 - Tecnologia da informação";"180.597.718,70";"6.921.975,00";"6.653.679,10";"25.283.589,15";
"02/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.600.185.051,75";"463.496.735,38";"596.993.869,61";"521.909.904,76";
"02/2014";"10 - Saúde";"122 - Administração geral";"318.886.137,43";"763.204.403,19";"763.994.160,20";"29.980.133,60";
"02/2014";"10 - Saúde";"301 - Atenção básica";"2.229.672.777,61";"1.133.534.470,54";"1.133.986.386,89";"274.475.639,40";
"02/2014";"10 - Saúde";"304 - Vigilância sanitária";"5.436.382,86";"2.979.338,83";"2.971.941,38";"2.421.176,16";
"02/2014";"10 - Saúde";"571 - Desenvolvimento científico";"11.252.351,58";"11.199.525,22";"11.144.972,08";"11.723.542,22";
"02/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"538.036,33";
"02/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"4.112.557,76";"41.607.106,73";"41.196.604,64";"3.364,20";
"02/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.854.863.245,69";"3.617.696.292,83";"3.573.756.708,57";"446.037.725,24";
"03/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"99.750,00";
"03/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"383.211,49";
"03/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"1.601.817,64";
"03/2014";"10 - Saúde";"124 - Controle interno";"0,00";"7.408,23";"7.408,23";"2.210,00";
"03/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.209.341,58";"1.516.953,44";"1.516.953,44";"432.760,77";
"03/2014";"10 - Saúde";"131 - Comunicação social";"5.550.212,56";"8.691.861,59";"8.691.861,59";"7.712.554,12";
"03/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"31.009,00";"19.356,85";"19.356,85";"136.356,20";
"03/2014";"10 - Saúde";"121 - Planejamento e orçamento";"68.187,74";"1.035.918,22";"1.036.381,42";"674.205,83";
"03/2014";"10 - Saúde";"512 - Saneamento básico urbano";"5.142.347,00";"14.078,45";"14.078,45";"21.843.150,38";
"03/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"31.241.283,49";"99.957,47";"99.957,47";"12.575.376,88";
"03/2014";"10 - Saúde";"126 - Tecnologia da informação";"31.400.946,58";"14.484.396,57";"13.708.631,32";"7.405.500,03";
"03/2014";"10 - Saúde";"511 - Saneamento básico rural";"990.051,22";"0,00";"0,00";"8.388.736,17";
"03/2014";"10 - Saúde";"128 - Formação de recursos humanos";"139.572.696,85";"28.875.971,83";"28.111.918,67";"18.272.014,71";
"03/2014";"10 - Saúde";"306 - Alimentação e nutrição";"843.192,00";"0,00";"0,00";"255.524,67";
"03/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"278.320,43";"534.389,96";"534.389,96";"2.608,68";
"03/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"4.649.994,56";"6.211.315,88";"6.213.286,48";"1.376.025,38";
"03/2014";"10 - Saúde";"125 - Normatização e fiscalização";"13.420.701,87";"3.018.439,49";"3.024.795,76";"974.439,80";
"03/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.010.743.163,48";"476.434.700,13";"450.958.886,37";"156.073.020,26";
"03/2014";"10 - Saúde";"304 - Vigilância sanitária";"2.698.575,22";"5.402.686,63";"5.406.558,91";"2.098.141,81";
"03/2014";"10 - Saúde";"571 - Desenvolvimento científico";"30.854.628,27";"28.992.983,79";"16.316.077,15";"8.828.401,29";
"03/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"7.757.073,16";"30.128.283,77";"30.510.834,95";"5.609.819,88";
"03/2014";"10 - Saúde";"122 - Administração geral";"156.739.974,03";"774.665.970,12";"781.969.551,11";"9.731.587,18";
"03/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"2.991.927,90";"41.721.843,08";"41.727.364,17";"0,00";
"03/2014";"10 - Saúde";"301 - Atenção básica";"1.194.061.912,64";"1.752.130.990,43";"1.612.106.023,48";"116.546.130,76";
"03/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.103.227.835,56";"3.831.758.825,71";"3.792.523.276,80";"299.612.638,75";
"03/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"966.320.029,88";"300.746.949,66";"197.821.942,49";"38.256.844,10";
"04/2014";"10 - Saúde";"242 - Assistência ao portador de deficiência";"0,00";"0,00";"0,00";"0,00";
"04/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"20.000,00";
"04/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"0,00";
"04/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"476.421,00";
"04/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.521.502,71";"507.702,75";"507.702,75";"19.258.539,15";
"04/2014";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"750.000,00";"750.000,00";"120.215,82";
"04/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"497.482,91";
"04/2014";"10 - Saúde";"131 - Comunicação social";"2.018.423,94";"11.078.659,13";"11.078.592,10";"1.614.941,51";
"04/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"277.551,95";"26.673,19";"23.280,94";"3.466,08";
"04/2014";"10 - Saúde";"124 - Controle interno";"4.170,00";"15.735,57";"7.565,95";"44.600,00";
"04/2014";"10 - Saúde";"126 - Tecnologia da informação";"10.654.508,31";"21.828.913,33";"20.408.001,22";"8.903.620,13";
"04/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"23.563.163,44";"9.769.995,96";"8.143.285,35";"787.957,78";
"04/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.144.842,72";"465.054,59";"465.054,59";"7.275,32";
"04/2014";"10 - Saúde";"512 - Saneamento básico urbano";"147.898.849,94";"678.465,91";"115.468,80";"25.542.416,60";
"04/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"4.210.154,27";"41.994.908,78";"42.032.783,40";"0,00";
"04/2014";"10 - Saúde";"301 - Atenção básica";"1.210.944.749,19";"1.557.515.310,67";"1.551.229.204,34";"105.469.211,80";
"04/2014";"10 - Saúde";"128 - Formação de recursos humanos";"82.229.183,22";"92.394.423,47";"89.262.083,98";"13.299.750,99";
"04/2014";"10 - Saúde";"125 - Normatização e fiscalização";"588.703,58";"5.054.448,54";"5.052.924,89";"572.119,85";
"04/2014";"10 - Saúde";"511 - Saneamento básico rural";"6.083.377,52";"748.105,87";"358.782,67";"9.291.743,89";
"04/2014";"10 - Saúde";"121 - Planejamento e orçamento";"264.025,79";"89.729,19";"89.729,19";"237.548,84";
"04/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.851.280,49";"1.175.901,14";"1.172.308,90";"672.357,66";
"04/2014";"10 - Saúde";"571 - Desenvolvimento científico";"24.216.611,42";"27.626.736,54";"27.054.773,88";"14.094.937,14";
"04/2014";"10 - Saúde";"304 - Vigilância sanitária";"5.982.907,33";"3.327.301,94";"3.326.207,03";"1.351.181,66";
"04/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"605.079.242,12";"704.019.334,86";"706.112.405,54";"146.111.066,19";
"04/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"131.754.809,04";"98.322.399,49";"191.951.585,65";"31.876.361,81";
"04/2014";"10 - Saúde";"122 - Administração geral";"237.076.773,57";"820.639.435,48";"808.594.523,27";"12.333.209,19";
"04/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"10.309.294,06";"50.519.694,10";"49.365.740,66";"11.600.257,98";
"04/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.420.062.191,81";"3.495.923.237,81";"3.487.873.059,56";"167.407.797,81";
"05/2014";"10 - Saúde";"242 - Assistência ao portador de deficiência";"0,00";"0,00";"0,00";"217.948,00";
"05/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"565.184,40";
"05/2014";"10 - Saúde";"124 - Controle interno";"0,00";"4.639,82";"12.809,44";"581.534,87";
"05/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"238.959,00";
"05/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"885.080,64";"3.961.239,16";"5.587.949,77";"405.570,82";
"05/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"1.592.334,07";
"05/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 163,96";"41.438,01";"41.868,51";"162.882,15";
"05/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"162.319,20";
"05/2014";"10 - Saúde";"131 - Comunicação social";"80.704.600,26";"41.067.990,27";"40.961.845,68";"2.203.907,35";
"05/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"8.102.694,45";"893.134,94";"881.256,94";"12.175.335,82";
"05/2014";"10 - Saúde";"121 - Planejamento e orçamento";"454.850,55";"204.472,23";"204.472,23";"167.984,93";
"05/2014";"10 - Saúde";"126 - Tecnologia da informação";"17.186.843,23";"32.289.685,47";"34.723.928,17";"8.478.595,04";
"05/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"265.639,88";"358.141,87";"147.764,10";"559,00";
"05/2014";"10 - Saúde";"125 - Normatização e fiscalização";"3.916.276,19";"3.758.961,23";"3.725.286,09";"1.949.733,01";
"05/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.447.345,93";"7.120.838,00";"6.571.493,07";"80.866,22";
"05/2014";"10 - Saúde";"512 - Saneamento básico urbano";"5.163.938,56";"94.459,05";"656.175,76";"57.716.881,94";
"05/2014";"10 - Saúde";"128 - Formação de recursos humanos";"371.691.332,98";"137.274.785,60";"127.913.700,20";"21.604.530,08";
"05/2014";"10 - Saúde";"301 - Atenção básica";"1.999.359.138,16";"1.246.454.418,92";"1.381.150.297,74";"67.907.280,49";
"05/2014";"10 - Saúde";"571 - Desenvolvimento científico";"17.790.153,94";"19.430.044,07";"19.143.623,34";"14.441.949,13";
"05/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"731.585.768,32";"453.446.174,48";"390.745.397,78";"105.273.394,05";
"05/2014";"10 - Saúde";"306 - Alimentação e nutrição";"43.011,70";"0,00";"0,00";"1.291.310,01";
"05/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"80.759.336,89";"364.418.067,94";"365.575.636,56";"4.380.308,02";
"05/2014";"10 - Saúde";"304 - Vigilância sanitária";"83.120.413,97";"84.805.601,53";"84.748.062,15";"658.745,16";
"05/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"4.381.816,15";"41.826.411,94";"41.877.553,27";"0,00";
"05/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.040.300.137,34";"1.163.228.234,57";"1.129.111.503,50";"153.665.725,67";
"05/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.645.849.305,19";"3.566.719.665,28";"3.550.674.404,73";"310.664.952,09";
"05/2014";"10 - Saúde";"511 - Saneamento básico rural";"1.414.960,60";"1.777.343,12";"1.374.720,81";"22.724.857,65";
"05/2014";"10 - Saúde";"122 - Administração geral";"145.281.976,72";"801.457.391,02";"807.268.808,90";"20.213.231,43";
"06/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"90.000,00";
"06/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"1.000,00";
"06/2014";"10 - Saúde";"124 - Controle interno";"0,00";"5.641,14";"1.853,02";"127.754,03";
"06/2014";"10 - Saúde";"131 - Comunicação social";"545.892,59";"31.322.763,24";"12.877.006,35";"287.034,95";
"06/2014";"10 - Saúde";"121 - Planejamento e orçamento";"1.973.265,05";"149.520,48";"68.749,64";"204.400,93";
"06/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"4.663.206,88";
"06/2014";"10 - Saúde";"306 - Alimentação e nutrição";"21.028,11";"10.009,31";"8.396,31";"46.165,60";
"06/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"36.808,16";
"06/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"37.019.669,12";"2.158.786,86";"2.059.069,73";"11.236.597,67";
"06/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"777.513,60";"430.739,19";"343.299,41";"0,00";
"06/2014";"10 - Saúde";"511 - Saneamento básico rural";"34.440.500,00";"739.954,51";"1.099.468,39";"6.380.948,93";
"06/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"613.275.641,07";"597.511.807,19";"493.302.182,61";"32.400.641,71";
"06/2014";"10 - Saúde";"125 - Normatização e fiscalização";"2.706.149,12";"3.348.317,39";"3.335.161,38";"130.550,00";
"06/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.532.548,94";"658.336,95";"692.452,62";"610.563,36";
"06/2014";"10 - Saúde";"126 - Tecnologia da informação";"57.572.309,44";"18.990.898,31";"7.329.307,66";"3.221.699,06";
"06/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.079.408,41";"4.038.297,25";"3.975.556,77";"1.092.081,92";
"06/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"14.450,00";"29.487,65";"31.762,40";"142.669,94";
"06/2014";"10 - Saúde";"512 - Saneamento básico urbano";"68.928.894,51";"24.089,83";"25.370,23";"4.792.527,63";
"06/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"2.296.742,32";"41.596.969,70";"41.569.319,99";"0,00";
"06/2014";"10 - Saúde";"301 - Atenção básica";"1.791.428.694,05";"2.057.942.295,52";"1.808.716.739,20";"30.549.120,17";
"06/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"185.440.064,65";"616.154.930,96";"493.907.910,01";"20.966.511,27";
"06/2014";"10 - Saúde";"128 - Formação de recursos humanos";"31.382.911,92";"91.197.125,14";"93.761.697,65";"19.362.054,07";
"06/2014";"10 - Saúde";"571 - Desenvolvimento científico";"20.004.197,93";"25.840.677,35";"21.543.401,82";"4.004.054,60";
"06/2014";"10 - Saúde";"304 - Vigilância sanitária";"5.069.602,22";"4.968.285,78";"4.872.105,49";"2.484.755,82";
"06/2014";"10 - Saúde";"122 - Administração geral";"276.602.052,65";"938.935.140,83";"916.160.789,98";"6.411.095,94";
"06/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.435.442.362,91";"3.338.558.683,03";"3.339.288.899,05";"145.628.665,96";
"06/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"47.571.739,31";"41.649.317,70";"40.744.821,43";"1.975.680,92";
"07/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"179.930,68";
"07/2014";"10 - Saúde";"306 - Alimentação e nutrição";"113.304,76";"38.386,59";"24.582,31";"947.861,91";
"07/2014";"10 - Saúde";"365 - Educação infantil";"0,00";"0,00";"0,00";"0,00";
"07/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"1.343.575,80";
"07/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"40.792,76";"26.020,20";"26.707,20";"1.500,00";
"07/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"394.791,08";
"07/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"2.198.836,57";
"07/2014";"10 - Saúde";"124 - Controle interno";"0,00";"2.349,85";"6.137,97";"15.940,79";
"07/2014";"10 - Saúde";"511 - Saneamento básico rural";"1.727.332,49";"1.279.844,48";"1.712.276,11";"12.032.383,80";
"07/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"2.361.142,21";"6.542.357,96";"6.608.163,48";"6.964.245,98";
"07/2014";"10 - Saúde";"131 - Comunicação social";"20.817.613,85";"11.203.080,05";"29.617.631,50";"645.173,78";
"07/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"511.817,77";"1.228.126,68";"1.232.248,22";"460.366,94";
"07/2014";"10 - Saúde";"126 - Tecnologia da informação";"38.429.281,54";"53.873.378,22";"64.517.556,40";"3.588.138,93";
"07/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"8.210.715,34";"6.591.322,31";"6.654.062,79";"200.949,32";
"07/2014";"10 - Saúde";"121 - Planejamento e orçamento";"4.304.461,60";"710.060,20";"790.831,04";"100.498,19";
"07/2014";"10 - Saúde";"512 - Saneamento básico urbano";"2.131.927,14";"249.470,49";"247.968,03";"72.380.303,86";
"07/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"4.731.360,19";"42.238.666,70";"41.588.014,16";"33.141,00";
"07/2014";"10 - Saúde";"125 - Normatização e fiscalização";"2.054.978,55";"5.326.352,52";"5.285.910,28";"697.673,00";
"07/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.306.097,81";"3.397.048,43";"3.653.410,94";"389.456,26";
"07/2014";"10 - Saúde";"301 - Atenção básica";"1.114.858.443,93";"1.019.855.580,43";"1.273.954.137,66";"48.040.526,21";
"07/2014";"10 - Saúde";"128 - Formação de recursos humanos";"20.667.525,37";"94.021.093,59";"98.584.515,57";"4.811.643,04";
"07/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.043.496.795,95";"1.000.298.925,20";"1.004.227.358,43";"34.847.403,11";
"07/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"60.019.019,85";"344.110.493,73";"355.619.938,22";"23.285.477,47";
"07/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"40.832.998,66";"49.235.047,30";"48.766.897,04";"3.202.748,27";
"07/2014";"10 - Saúde";"304 - Vigilância sanitária";"58.770.119,99";"43.776.729,10";"43.205.302,41";"733.887,30";
"07/2014";"10 - Saúde";"571 - Desenvolvimento científico";"41.331.637,31";"31.070.575,35";"40.763.580,75";"4.467.868,08";
"07/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.234.467.767,99";"3.927.236.178,31";"3.902.295.061,53";"77.071.637,11";
"07/2014";"10 - Saúde";"122 - Administração geral";"115.216.313,23";"770.930.684,62";"795.543.721,46";"15.805.677,65";
"08/2014";"10 - Saúde";"212 - Cooperação internacional";"0,00";"0,00";"0,00";"20.000,00";
"08/2014";"10 - Saúde";"124 - Controle interno";"0,00";"7.763,20";"3.593,20";"234.491,53";
"08/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"31.007,00";"43.369,84";"42.682,84";"52.919,00";
"08/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"483.595,53";"8.794.303,24";"6.566.684,88";"1.907.840,46";
"08/2014";"10 - Saúde";"121 - Planejamento e orçamento";"261.994,00";"3.017.600,75";"3.017.600,75";"327.316,37";
"08/2014";"10 - Saúde";"306 - Alimentação e nutrição";"416.400,00";"113.659,00";"27.737,96";"161.968,46";
"08/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"88.821,20";
"08/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.121.130,25";"1.992.215,23";"2.135.653,19";"563.129,89";
"08/2014";"10 - Saúde";"512 - Saneamento básico urbano";"93.487.083,75";"63.680,02";"- 110.781,47";"19.996.856,71";
"08/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"1.828.282,53";
"08/2014";"10 - Saúde";"126 - Tecnologia da informação";"8.650.029,21";"48.723.132,80";"26.151.028,76";"2.644.548,21";
"08/2014";"10 - Saúde";"131 - Comunicação social";"1.398.049,27";"26.845.878,39";"19.291.434,37";"403.038,68";
"08/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.213.800,29";"902.146,64";"1.195.842,65";"241.596,80";
"08/2014";"10 - Saúde";"304 - Vigilância sanitária";"7.081.010,13";"24.993.188,67";"25.744.023,83";"52.012.367,11";
"08/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"4.788.756,12";"7.982.556,57";"7.353.665,41";"9.126.569,19";
"08/2014";"10 - Saúde";"571 - Desenvolvimento científico";"34.936.697,60";"32.376.352,17";"37.200.167,91";"3.999.351,07";
"08/2014";"10 - Saúde";"122 - Administração geral";"117.839.189,27";"787.705.313,08";"779.322.142,93";"13.230.856,76";
"08/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"3.820.128,08";"41.423.653,10";"42.295.891,47";"0,00";
"08/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"87.276.411,89";"314.475.367,99";"359.767.891,23";"11.376.198,63";
"08/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"16.348.921,25";"42.796.093,13";"45.385.300,60";"1.089.313,73";
"08/2014";"10 - Saúde";"511 - Saneamento básico rural";"10.745.992,72";"1.876.863,62";"1.868.090,87";"6.615.817,46";
"08/2014";"10 - Saúde";"125 - Normatização e fiscalização";"- 1.620.303,19";"4.009.500,32";"4.094.068,85";"0,00";
"08/2014";"10 - Saúde";"301 - Atenção básica";"2.139.207.790,86";"2.288.959.342,84";"2.143.754.216,11";"66.015.568,03";
"08/2014";"10 - Saúde";"128 - Formação de recursos humanos";"15.194.662,23";"88.479.727,11";"87.004.415,28";"10.156.778,86";
"08/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"888.642.371,87";"773.739.924,05";"768.312.812,55";"23.272.630,35";
"08/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.289.644.138,38";"3.758.159.166,47";"3.757.934.526,61";"98.128.052,47";
