"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2021";"10 - Saúde";"131 - Comunicação social";"1.293.061,45";"458.007,50";"37.079,72";"15.549.020,53";
"02/2021";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"0,00";"0,00";"0,00";"222.314,97";
"02/2021";"10 - Saúde";"126 - Tecnologia da informação";"20.592.083,53";"2.293.167,47";"2.232.407,48";"19.476.147,95";
"02/2021";"10 - Saúde";"304 - Vigilância sanitária";"905.854,33";"580.445,33";"579.859,04";"303.783,93";
"02/2021";"10 - Saúde";"512 - Saneamento básico urbano";"36.305,00";"9.268,58";"7.143,60";"9.606.090,35";
"02/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"900.000,00";"328.607,34";"328.607,34";"2.282.972,12";
"02/2021";"10 - Saúde";"128 - Formação de recursos humanos";"214.305.753,92";"106.555.959,70";"90.528.287,75";"2.561.283,87";
"02/2021";"10 - Saúde";"511 - Saneamento básico rural";"1.186.497,04";"399.681,97";"169.551,60";"1.601.140,55";
"02/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"1.094.804.388,80";"997.759.143,43";"991.762.348,36";"185.083.916,57";
"02/2021";"10 - Saúde";"301 - Atenção básica";"2.343.354.346,54";"2.072.681.439,47";"2.032.595.966,23";"25.853.636,17";
"02/2021";"10 - Saúde";"571 - Desenvolvimento científico";"59.093.695,45";"12.129.008,64";"4.861.050,12";"45.933.758,47";
"02/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.653.555,11";"907.535,56";"930.867,03";"182.463,40";
"02/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"754.541.242,95";"459.317.682,65";"355.313.474,15";"694.809.534,36";
"02/2021";"10 - Saúde";"122 - Administração geral";"5.681.649.402,86";"1.165.307.731,16";"1.156.668.240,05";"147.693.942,17";
"02/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.378.456.150,30";"4.225.870.746,01";"4.166.340.272,96";"557.683.389,07";
"02/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"58.209.506,75";"43.761.611,53";"21.436.163,75";"24.256.379,03";
"03/2021";"10 - Saúde";"306 - Alimentação e nutrição";"15.810,00";"15.810,00";"15.810,00";"384.616,00";
"03/2021";"10 - Saúde";"124 - Controle interno";"0,00";"- 322.500,00";"277.500,00";"0,00";
"03/2021";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"1.978,98";"1.978,98";"616.602,68";
"03/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"0,00";"489.682,65";"197.534,38";"157.272,70";
"03/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"17.000,00";"531,00";"531,00";"55.000,00";
"03/2021";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"0,00";"0,00";"0,00";"8.046,87";
"03/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"883.129,96";"770.612,35";"770.612,35";"18.646,06";
"03/2021";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"84.416.701,09";"84.416.701,09";"0,00";
"03/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.507.252,46";"710.312,62";"114.671,78";"260.043,67";
"03/2021";"10 - Saúde";"131 - Comunicação social";"2.004.007,24";"1.034.425,18";"619.724,16";"9.284.386,55";
"03/2021";"10 - Saúde";"125 - Normatização e fiscalização";"484.130,81";"715.082,09";"716.659,34";"69.156,33";
"03/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"2.731.729,25";"1.832.124,31";"21.722,86";"8.770.399,06";
"03/2021";"10 - Saúde";"128 - Formação de recursos humanos";"192.778.577,48";"132.383.246,62";"155.049.634,80";"4.398.628,60";
"03/2021";"10 - Saúde";"512 - Saneamento básico urbano";"60.174,81";"24.083,03";"26.208,01";"5.252.870,38";
"03/2021";"10 - Saúde";"304 - Vigilância sanitária";"28.981.121,51";"43.376.752,08";"42.529.875,80";"666.991,53";
"03/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"135.060.516,01";"123.393.383,83";"110.619.319,25";"22.572.993,50";
"03/2021";"10 - Saúde";"571 - Desenvolvimento científico";"151.889.218,28";"53.857.245,86";"33.945.892,73";"27.696.605,48";
"03/2021";"10 - Saúde";"122 - Administração geral";"9.698.189.874,82";"3.286.660.487,34";"3.264.342.856,87";"180.380.169,31";
"03/2021";"10 - Saúde";"126 - Tecnologia da informação";"22.397.894,06";"8.591.138,18";"4.117.580,59";"12.219.253,25";
"03/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"1.243.256.487,09";"741.819.862,15";"418.211.349,82";"116.142.320,44";
"03/2021";"10 - Saúde";"511 - Saneamento básico rural";"3.323.843,79";"2.259.579,37";"1.189.049,62";"10.695.286,05";
"03/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.327.779.355,55";"754.533.102,37";"719.785.455,23";"1.079.724.440,88";
"03/2021";"10 - Saúde";"301 - Atenção básica";"3.882.043.162,75";"2.956.836.671,64";"2.471.243.165,52";"79.235.616,28";
"03/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.768.063.176,13";"9.100.220.496,95";"5.332.923.327,43";"226.788.029,97";
"04/2021";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"0,00";"0,00";"0,00";"1.011,00";
"04/2021";"10 - Saúde";"306 - Alimentação e nutrição";"5.174,40";"5.174,40";"5.174,40";"152.900,00";
"04/2021";"10 - Saúde";"124 - Controle interno";"0,00";"0,00";"0,00";"0,00";
"04/2021";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"2.043,43";"2.043,43";"12.301,12";
"04/2021";"10 - Saúde";"131 - Comunicação social";"29.505.104,15";"5.617.915,05";"5.142.010,40";"4.332.396,98";
"04/2021";"10 - Saúde";"512 - Saneamento básico urbano";"15.374,91";"16.168,86";"14.612,28";"11.558.475,67";
"04/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"914.234,69";"723.471,58";"0,00";"0,00";
"04/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"47.302.786,67";"29.250.939,70";"302.941,90";"6.979.538,30";
"04/2021";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"86.948.490,34";"86.948.546,29";"1.426,18";
"04/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"1.000,00";"1.775,22";"1.775,22";"800.996,21";
"04/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"0,00";"48.563,18";"336.051,42";"190.277,71";
"04/2021";"10 - Saúde";"126 - Tecnologia da informação";"29.639.268,78";"20.833.835,21";"18.828.144,87";"8.941.511,55";
"04/2021";"10 - Saúde";"511 - Saneamento básico rural";"118.528,58";"422.210,40";"1.561.069,65";"9.905.188,83";
"04/2021";"10 - Saúde";"128 - Formação de recursos humanos";"203.977.224,51";"139.196.058,79";"140.878.558,71";"739.311,51";
"04/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"650.848.233,37";"577.912.861,32";"737.169.597,70";"489.786.718,66";
"04/2021";"10 - Saúde";"571 - Desenvolvimento científico";"38.325.639,69";"52.582.603,05";"48.207.843,14";"25.151.295,08";
"04/2021";"10 - Saúde";"301 - Atenção básica";"2.284.906.751,03";"2.808.092.099,62";"2.434.827.618,40";"5.995.608,03";
"04/2021";"10 - Saúde";"125 - Normatização e fiscalização";"2.923.855,40";"1.053.397,33";"817.028,75";"405.298,05";
"04/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"337.481,27";"1.602.758,37";"1.055.084,22";"235.932,39";
"04/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"976.735.507,52";"1.104.820.314,09";"976.549.788,10";"459.511.910,99";
"04/2021";"10 - Saúde";"122 - Administração geral";"246.570.550,43";"1.852.049.536,85";"1.698.501.000,58";"120.445.831,52";
"04/2021";"10 - Saúde";"304 - Vigilância sanitária";"61.675.182,30";"2.378.457,83";"2.647.663,01";"659.965,93";
"04/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"47.454.736,06";"162.872.437,88";"177.733.187,57";"3.817.889,85";
"04/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.044.420.642,94";"1.302.059.842,49";"4.999.989.469,54";"93.365.190,24";
"05/2021";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"0,00";"0,00";"106.359,00";
"05/2021";"10 - Saúde";"124 - Controle interno";"0,00";"5.284,93";"5.284,93";"2.441.300,00";
"05/2021";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"2.630,45";"2.630,45";"5.120.859,20";
"05/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"68.000,00";"8.297,41";"8.297,41";"420.149,45";
"05/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"4.042.788,04";"941.850,09";"78.961,44";"71.038,64";
"05/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"39.601.191,78";"22.295.318,31";"33.055.722,28";"91.241.750,97";
"05/2021";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"89.221.517,18";"89.221.461,23";"0,00";
"05/2021";"10 - Saúde";"131 - Comunicação social";"23.414.227,38";"25.156.692,95";"14.171.156,37";"2.110.895,80";
"05/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.535.050,89";"331.932,26";"1.464.364,51";"183.267,30";
"05/2021";"10 - Saúde";"125 - Normatização e fiscalização";"2.410.806,68";"1.193.700,23";"1.150.014,51";"0,00";
"05/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.139.516,67";"813.598,75";"821.596,80";"0,00";
"05/2021";"10 - Saúde";"512 - Saneamento básico urbano";"486.534,25";"25.600,00";"27.156,58";"36.199.747,84";
"05/2021";"10 - Saúde";"304 - Vigilância sanitária";"14.317.228,57";"62.772.967,72";"62.020.036,82";"206.230,75";
"05/2021";"10 - Saúde";"126 - Tecnologia da informação";"26.171.646,37";"15.428.196,45";"15.961.130,43";"9.336.051,73";
"05/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"3.410.792.565,94";"590.951.019,09";"569.974.339,62";"204.016.395,47";
"05/2021";"10 - Saúde";"571 - Desenvolvimento científico";"131.381.310,41";"54.407.310,65";"64.415.725,13";"20.817.503,03";
"05/2021";"10 - Saúde";"128 - Formação de recursos humanos";"213.829.598,82";"144.242.661,34";"152.274.892,40";"4.846.637,47";
"05/2021";"10 - Saúde";"511 - Saneamento básico rural";"4.552.383,75";"1.122.841,63";"945.396,77";"18.263.761,58";
"05/2021";"10 - Saúde";"301 - Atenção básica";"1.922.269.857,55";"2.260.611.374,25";"3.167.331.872,30";"4.779.172,91";
"05/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.731.184.618,48";"1.448.135.740,60";"1.384.314.807,82";"435.682.379,33";
"05/2021";"10 - Saúde";"122 - Administração geral";"4.098.558.466,40";"2.267.701.793,17";"2.430.093.035,64";"89.432.781,82";
"05/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"599.978.121,61";"63.027.829,51";"64.850.371,34";"4.200.073,81";
"05/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.681.007.442,12";"9.034.370.298,43";"6.769.821.607,64";"104.519.709,28";
"06/2021";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"0,00";"0,00";"0,00";"0,00";
"06/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"23.000,00";"10.597,27";"8.570,62";"0,00";
"06/2021";"10 - Saúde";"124 - Controle interno";"0,00";"3.042,78";"3.042,78";"866.542,00";
"06/2021";"10 - Saúde";"121 - Planejamento e orçamento";"1.607.576,00";"1.400.317,91";"317,91";"272.165,00";
"06/2021";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"86.541.520,23";"86.541.520,23";"0,00";
"06/2021";"10 - Saúde";"131 - Comunicação social";"65.011.844,80";"28.638.060,26";"25.605.000,42";"856.790,03";
"06/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"866.848,05";"1.582.321,58";"600.000,00";
"06/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"149.734,64";"1.662.815,23";"1.084.010,13";"95.203,73";
"06/2021";"10 - Saúde";"306 - Alimentação e nutrição";"23.451.674,41";"49.674,41";"49.674,41";"9.729.731,23";
"06/2021";"10 - Saúde";"511 - Saneamento básico rural";"3.785.538,55";"1.516.153,12";"1.444.931,03";"16.680.086,57";
"06/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"3.835.030,82";"1.903.765,30";"19.383.115,23";"26.789.280,05";
"06/2021";"10 - Saúde";"126 - Tecnologia da informação";"16.898.578,35";"13.046.039,67";"12.559.748,90";"28.563.483,54";
"06/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"2.088.459.677,23";"1.616.756.636,36";"1.708.323.789,61";"261.612.182,45";
"06/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"557.995,13";"1.337.908,28";"1.108.979,93";"680.174,28";
"06/2021";"10 - Saúde";"128 - Formação de recursos humanos";"12.585.156,48";"143.138.377,69";"144.475.868,29";"17.012.904,54";
"06/2021";"10 - Saúde";"304 - Vigilância sanitária";"1.118.803,73";"21.759.790,69";"22.608.067,27";"138.487,38";
"06/2021";"10 - Saúde";"125 - Normatização e fiscalização";"943.203,69";"2.260.962,91";"937.796,76";"6.000,00";
"06/2021";"10 - Saúde";"512 - Saneamento básico urbano";"4.713.642,89";"26.748,87";"23.651,31";"27.839.077,66";
"06/2021";"10 - Saúde";"571 - Desenvolvimento científico";"95.479.472,48";"71.179.293,30";"51.155.433,00";"39.707.571,58";
"06/2021";"10 - Saúde";"122 - Administração geral";"241.142.549,06";"1.281.037.726,77";"1.155.559.258,98";"111.607.547,94";
"06/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.231.131.487,39";"1.298.192.189,91";"1.276.094.302,16";"139.015.829,91";
"06/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.115.474.818,09";"2.190.390.692,45";"4.440.688.170,06";"440.427.477,45";
"06/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"36.939.842,28";"239.401.367,05";"240.584.792,73";"2.758.795,68";
"06/2021";"10 - Saúde";"301 - Atenção básica";"5.125.519.995,35";"2.000.254.729,78";"1.994.823.783,12";"279.355.845,23";
"07/2021";"10 - Saúde";"846 - Outros encargos especiais";"14.000.000,00";"85.766.011,49";"85.766.011,49";"0,00";
"07/2021";"10 - Saúde";"121 - Planejamento e orçamento";"12.981.890,00";"434,06";"800.434,06";"1.850.112,00";
"07/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.373.965,66";"718.596,15";"718.596,15";"0,00";
"07/2021";"10 - Saúde";"124 - Controle interno";"0,00";"4.031,09";"4.031,09";"0,00";
"07/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"7.260,00";"1.893,85";"3.920,50";"189.091,20";
"07/2021";"10 - Saúde";"306 - Alimentação e nutrição";"687.810,44";"24.089.810,44";"23.482.108,44";"175.012,00";
"07/2021";"10 - Saúde";"125 - Normatização e fiscalização";"562.691,33";"1.047.709,44";"1.367.596,56";"0,00";
"07/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"969.042,79";"1.889.947,08";"2.018.160,36";"29.776,66";
"07/2021";"10 - Saúde";"131 - Comunicação social";"12.431,22";"29.875.419,36";"45.063.326,73";"2.599.676,07";
"07/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"4.340.400,49";"6.490.348,56";"- 4.538.167,09";"- 34.922.525,56";
"07/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"83.061,57";"582.161,75";"545.423,97";"134.274,02";
"07/2021";"10 - Saúde";"304 - Vigilância sanitária";"2.656.984,52";"3.507.697,79";"3.724.946,42";"3.151,96";
"07/2021";"10 - Saúde";"128 - Formação de recursos humanos";"306.862.194,96";"206.261.219,97";"211.570.418,76";"4.955.895,59";
"07/2021";"10 - Saúde";"512 - Saneamento básico urbano";"17.723.463,81";"2.698.848,07";"1.405.246,54";"22.040.103,45";
"07/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"798.535.604,87";"1.384.354.115,36";"1.360.242.729,62";"30.864.086,21";
"07/2021";"10 - Saúde";"126 - Tecnologia da informação";"40.695.532,13";"16.962.497,57";"19.889.822,42";"2.033.012,30";
"07/2021";"10 - Saúde";"301 - Atenção básica";"4.415.500.009,14";"3.567.244.470,82";"3.569.884.514,31";"65.516.537,84";
"07/2021";"10 - Saúde";"571 - Desenvolvimento científico";"42.666.901,54";"60.490.398,20";"68.070.136,35";"24.363.649,35";
"07/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"895.684.116,99";"947.624.111,80";"953.146.804,02";"182.363.262,14";
"07/2021";"10 - Saúde";"122 - Administração geral";"280.818.303,60";"1.938.447.976,49";"2.074.051.840,40";"87.664.632,51";
"07/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"153.107.366,74";"73.676.639,64";"71.234.345,69";"988.905,48";
"07/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.223.924.016,64";"9.911.618.807,90";"6.273.062.049,28";"144.721.874,75";
"07/2021";"10 - Saúde";"511 - Saneamento básico rural";"13.683.191,66";"4.315.321,87";"3.772.890,04";"12.113.043,26";
"08/2021";"10 - Saúde";"306 - Alimentação e nutrição";"99.450,00";"99.450,00";"99.450,00";"192.622,00";
"08/2021";"10 - Saúde";"124 - Controle interno";"0,00";"301.386,37";"1.386,37";"770.000,00";
"08/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"10.500,00";"12.137,53";"12.069,85";"140.074,70";
"08/2021";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"3.698.926,37";"1.446,37";"63.217,64";
"08/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"2.006.803,89";"472.765,87";"1.726.616,05";"13.602,39";
"08/2021";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"85.173.756,25";"85.173.756,25";"0,00";
"08/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"858.217,61";"1.040.568,96";"1.040.568,96";"842.285,80";
"08/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"7.132.014,56";"22.487.926,58";"15.377.501,64";"14.017.205,84";
"08/2021";"10 - Saúde";"126 - Tecnologia da informação";"11.174.008,06";"19.738.240,12";"20.638.693,55";"460.759,03";
"08/2021";"10 - Saúde";"131 - Comunicação social";"51.787.629,46";"18.187.542,07";"18.250.815,71";"153.167,55";
"08/2021";"10 - Saúde";"128 - Formação de recursos humanos";"150.582.504,38";"175.187.054,64";"137.811.470,88";"5.165.575,31";
"08/2021";"10 - Saúde";"511 - Saneamento básico rural";"8.665.928,06";"7.385.671,36";"6.963.899,73";"9.822.069,63";
"08/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.577.331,60";"2.019.385,28";"1.334.903,49";"325.871,00";
"08/2021";"10 - Saúde";"304 - Vigilância sanitária";"55.284.349,35";"2.700.439,41";"2.443.202,88";"86.939,15";
"08/2021";"10 - Saúde";"125 - Normatização e fiscalização";"1.982.989,00";"1.074.832,95";"2.355.470,42";"0,00";
"08/2021";"10 - Saúde";"512 - Saneamento básico urbano";"10.229.285,25";"7.802.409,56";"7.769.902,90";"22.335.694,75";
"08/2021";"10 - Saúde";"122 - Administração geral";"320.365.023,21";"3.267.750.437,20";"2.928.242.945,46";"55.466.154,22";
"08/2021";"10 - Saúde";"571 - Desenvolvimento científico";"184.322.509,70";"130.305.037,07";"126.599.515,66";"3.608.754,44";
"08/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"35.571.234,18";"221.902.785,18";"229.867.505,78";"888.872,46";
"08/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"1.265.711.720,42";"900.080.469,52";"775.264.471,15";"13.627.346,71";
"08/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.252.300.491,22";"1.229.676.883,02";"1.122.290.745,88";"41.632.374,93";
"08/2021";"10 - Saúde";"301 - Atenção básica";"3.313.550.154,03";"4.797.792.642,76";"4.087.554.733,38";"35.463.197,23";
"08/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.284.862.228,56";"6.880.453.490,87";"6.968.836.922,71";"210.180.380,23";
"09/2021";"10 - Saúde";"124 - Controle interno";"0,00";"- 22.044,79";"277.955,21";"0,00";
"09/2021";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"85.138.809,14";"85.138.783,05";"0,00";
"09/2021";"10 - Saúde";"306 - Alimentação e nutrição";"72.282,50";"60.417,30";"60.417,30";"205.612,00";
"09/2021";"10 - Saúde";"121 - Planejamento e orçamento";"619,50";"2.432.771,79";"4.300.251,79";"55.700,00";
"09/2021";"10 - Saúde";"131 - Comunicação social";"1.526.318,47";"17.405.847,76";"12.505.495,20";"45.409,12";
"09/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"787.874,67";"2.085.148,71";"19.254.090,58";"1.416.956,97";
"09/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"841.278,52";"753.703,96";"927.937,00";
"09/2021";"10 - Saúde";"511 - Saneamento básico rural";"16.248.884,68";"5.858.281,82";"6.722.323,28";"9.987.021,97";
"09/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.748.527,32";"1.114.315,10";"2.003.424,99";"141.935,47";
"09/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"997.921,49";"22.300,97";"21.734,80";"581.635,00";
"09/2021";"10 - Saúde";"125 - Normatização e fiscalização";"474.604,40";"1.019.196,29";"1.021.892,15";"0,00";
"09/2021";"10 - Saúde";"128 - Formação de recursos humanos";"275.446.368,35";"109.199.887,64";"147.172.801,76";"9.885.343,00";
"09/2021";"10 - Saúde";"126 - Tecnologia da informação";"18.079.837,51";"17.497.667,78";"12.861.018,28";"1.516.165,85";
"09/2021";"10 - Saúde";"512 - Saneamento básico urbano";"39.325.737,47";"4.266.466,98";"5.576.728,13";"8.252.402,91";
"09/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"171.593,46";"305.877,38";"306.460,31";"82.902,28";
"09/2021";"10 - Saúde";"304 - Vigilância sanitária";"2.319.880,00";"64.970.164,80";"64.940.645,32";"135.354,80";
"09/2021";"10 - Saúde";"571 - Desenvolvimento científico";"75.255.293,27";"81.626.958,49";"88.937.128,24";"4.237.078,10";
"09/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"1.588.736.414,88";"1.663.421.418,27";"1.004.009.465,88";"19.774.168,29";
"09/2021";"10 - Saúde";"301 - Atenção básica";"839.696.192,34";"2.893.282.535,95";"3.565.267.981,02";"14.057.883,10";
"09/2021";"10 - Saúde";"122 - Administração geral";"- 1.502.759.713,06";"2.123.415.626,90";"2.475.105.834,07";"117.996.766,79";
"09/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"26.711.753,69";"59.509.495,45";"61.151.466,21";"1.005.724,94";
"09/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"930.696.839,31";"950.822.065,50";"968.193.543,82";"173.599.927,21";
"09/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.296.636.660,26";"3.538.678.970,21";"7.113.792.375,22";"46.710.044,26";
"10/2021";"10 - Saúde";"124 - Controle interno";"0,00";"1.182,14";"1.182,14";"0,00";
