"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2024";"10 - Saúde";"124 - Controle interno";"0,00";"0,00";"0,00";"1.823,88";
"02/2024";"10 - Saúde";"121 - Planejamento e orçamento";"3.201.742,16";"2.559,68";"2.559,68";"4.415,56";
"02/2024";"10 - Saúde";"846 - Outros encargos especiais";"14.621,76";"77.583.047,60";"77.583.047,60";"14.949,46";
"02/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"1.238.410,74";
"02/2024";"10 - Saúde";"306 - Alimentação e nutrição";"31.240,23";"31.240,23";"31.240,23";"132.390,00";
"02/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.954.166,91";"5.684.985,14";"1.292.008,89";"7.628.011,93";
"02/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"6.180.364,65";"2.002.298,54";"1.313.974,92";"1.634.331,05";
"02/2024";"10 - Saúde";"512 - Saneamento básico urbano";"2.747.123,77";"0,00";"0,00";"15.794.984,86";
"02/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"0,00";"503.827,29";
"02/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"6.094.864,02";"1.634.070,46";"1.367.165,29";"7.918.858,84";
"02/2024";"10 - Saúde";"131 - Comunicação social";"39.439.310,92";"6.002.333,77";"0,00";"13.662.215,58";
"02/2024";"10 - Saúde";"511 - Saneamento básico rural";"5.259.016,73";"2.627.964,10";"2.312.239,01";"10.758.955,66";
"02/2024";"10 - Saúde";"304 - Vigilância sanitária";"7.623.505,37";"4.029.445,23";"3.551.168,09";"2.564.066,41";
"02/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"324.246.443,78";"87.727.209,99";"68.926.630,47";"27.537.257,73";
"02/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.815.978.583,52";"762.679.107,41";"593.017.730,51";"632.001.775,28";
"02/2024";"10 - Saúde";"125 - Normatização e fiscalização";"2.725.309,33";"1.097.362,67";"402.880,65";"4.172.754,97";
"02/2024";"10 - Saúde";"128 - Formação de recursos humanos";"143.630.995,37";"131.328.260,77";"121.695.088,66";"11.250.398,42";
"02/2024";"10 - Saúde";"126 - Tecnologia da informação";"25.239.220,74";"1.993.584,13";"305.043,23";"33.678.802,70";
"02/2024";"10 - Saúde";"571 - Desenvolvimento científico";"85.818.567,29";"16.747.561,44";"6.388.922,94";"51.080.548,64";
"02/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"1.010.041.326,19";"357.759.096,95";"319.111.364,40";"338.586.846,52";
"02/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"3.601.616,78";"62.260.925,62";"60.048.739,39";"438.773,58";
"02/2024";"10 - Saúde";"122 - Administração geral";"1.214.211.251,40";"1.495.898.586,28";"1.499.525.189,34";"59.524.528,63";
"02/2024";"10 - Saúde";"301 - Atenção básica";"3.007.922.328,18";"2.800.385.557,57";"2.665.923.134,01";"333.356.956,61";
"02/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.679.330.415,67";"5.423.276.672,13";"5.320.496.396,98";"3.316.632.307,32";
"03/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"373.153,76";"0,00";"0,00";
"03/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"451.900,00";
"03/2024";"10 - Saúde";"306 - Alimentação e nutrição";"13.795,04";"13.795,04";"13.795,04";"128.320,00";
"03/2024";"10 - Saúde";"846 - Outros encargos especiais";"59.061,60";"79.816.989,02";"79.816.989,02";"32.005,26";
"03/2024";"10 - Saúde";"131 - Comunicação social";"4.900.000,00";"13.440.155,31";"6.923.093,53";"15.436.892,97";
"03/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"6.550.660,04";"1.813.894,84";"1.415.934,05";"12.683.466,36";
"03/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"2.080.994,76";"1.566.406,81";"935.105,32";"924.727,40";
"03/2024";"10 - Saúde";"512 - Saneamento básico urbano";"543.373,09";"0,00";"0,00";"15.959.709,47";
"03/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.192.459,48";"604.103,12";"4.929.696,59";"34.417.573,52";
"03/2024";"10 - Saúde";"125 - Normatização e fiscalização";"1.202.920,82";"1.130.333,39";"982.829,88";"1.938.431,01";
"03/2024";"10 - Saúde";"511 - Saneamento básico rural";"9.550.472,14";"4.915.413,93";"3.936.232,71";"16.664.901,63";
"03/2024";"10 - Saúde";"126 - Tecnologia da informação";"21.740.433,90";"10.232.739,71";"4.138.262,82";"14.651.722,13";
"03/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"11.512.566,01";"63.445.829,80";"63.188.840,29";"195.223,92";
"03/2024";"10 - Saúde";"128 - Formação de recursos humanos";"163.455.751,57";"139.800.196,11";"147.485.956,40";"20.859.669,52";
"03/2024";"10 - Saúde";"304 - Vigilância sanitária";"2.822.448,79";"4.825.894,12";"5.051.910,95";"2.733.601,68";
"03/2024";"10 - Saúde";"122 - Administração geral";"1.172.414.530,82";"1.580.715.072,56";"1.536.038.388,71";"39.198.689,96";
"03/2024";"10 - Saúde";"571 - Desenvolvimento científico";"58.478.198,35";"27.916.438,05";"26.311.487,97";"147.948.248,89";
"03/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.479.530.567,88";"1.099.266.699,82";"1.017.981.098,12";"1.318.737.151,01";
"03/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"2.287.839.819,04";"566.911.466,21";"561.765.827,23";"528.924.628,51";
"03/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"106.721.109,01";"325.706.254,22";"326.946.144,35";"18.402.546,28";
"03/2024";"10 - Saúde";"301 - Atenção básica";"2.531.760.336,65";"2.653.771.257,37";"2.777.703.466,48";"379.402.459,23";
"03/2024";"10 - Saúde";"121 - Planejamento e orçamento";"17.891.258,50";"14.810.687,68";"13.837.372,75";"3.644.708,77";
"03/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.154.812.253,09";"5.664.737.914,21";"5.236.288.060,85";"2.621.626.497,23";
"04/2024";"10 - Saúde";"211 - Relações diplomáticas";"508.500,00";"0,00";"0,00";"0,00";
"04/2024";"10 - Saúde";"306 - Alimentação e nutrição";"28.576,36";"28.576,36";"28.576,36";"88.528,00";
"04/2024";"10 - Saúde";"124 - Controle interno";"0,00";"0,00";"0,00";"650.000,00";
"04/2024";"10 - Saúde";"846 - Outros encargos especiais";"11.751.460,00";"80.112.397,05";"80.112.397,05";"21.262,46";
"04/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"119.805,43";
"04/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.473.070,80";"1.478.027,16";"324.437,24";"2.288.682,51";
"04/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"1.437.900,00";"646.506,60";"655.261,36";"7.487.228,87";
"04/2024";"10 - Saúde";"121 - Planejamento e orçamento";"1.450.598,73";"15.647.696,27";"1.002.907,54";"1.431.610,19";
"04/2024";"10 - Saúde";"125 - Normatização e fiscalização";"2.855.406,37";"719.588,82";"1.140.923,14";"42.750,72";
"04/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"704.130,06";"2.274.516,35";"2.875.172,54";"211.260,05";
"04/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"8.734.893,62";"8.624.387,17";"1.888.579,32";"1.714.739,04";
"04/2024";"10 - Saúde";"126 - Tecnologia da informação";"270.264.853,82";"249.315.840,81";"246.796.351,56";"14.056.745,40";
"04/2024";"10 - Saúde";"511 - Saneamento básico rural";"16.609.559,55";"3.901.144,56";"4.474.064,50";"13.187.208,62";
"04/2024";"10 - Saúde";"304 - Vigilância sanitária";"174.511.814,90";"86.493.535,16";"86.157.308,98";"408.425,44";
"04/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"16.365.967,04";"63.752.413,38";"63.636.729,06";"30.242,31";
"04/2024";"10 - Saúde";"131 - Comunicação social";"18.039.199,55";"24.032.547,99";"21.355.436,69";"11.899.863,94";
"04/2024";"10 - Saúde";"512 - Saneamento básico urbano";"5.697.847,47";"2.769.873,59";"2.748.145,23";"5.403.982,45";
"04/2024";"10 - Saúde";"571 - Desenvolvimento científico";"33.985.546,07";"60.715.326,19";"46.873.703,74";"41.087.526,83";
"04/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"1.291.662.922,62";"1.251.265.862,04";"1.134.428.668,67";"475.474.921,33";
"04/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"210.571.720,69";"115.460.226,26";"100.537.505,43";"12.735.583,53";
"04/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.121.382.980,32";"1.116.563.420,17";"810.739.664,12";"1.277.505.408,31";
"04/2024";"10 - Saúde";"122 - Administração geral";"1.295.051.908,14";"1.648.153.699,75";"651.925.069,94";"32.078.813,05";
"04/2024";"10 - Saúde";"128 - Formação de recursos humanos";"435.424.628,95";"173.105.564,25";"162.267.707,35";"33.133.427,50";
"04/2024";"10 - Saúde";"301 - Atenção básica";"10.152.829.015,63";"2.728.384.925,42";"2.688.181.826,52";"150.281.337,99";
"04/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.983.475.507,03";"6.356.059.915,82";"6.534.876.880,45";"295.833.632,94";
"05/2024";"10 - Saúde";"211 - Relações diplomáticas";"6.199.223,56";"67.800,00";"67.800,00";"0,00";
"05/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"1.387.070,11";"400.000,00";
"05/2024";"10 - Saúde";"306 - Alimentação e nutrição";"69.200,31";"58.440,31";"58.440,31";"96.022,00";
"05/2024";"10 - Saúde";"512 - Saneamento básico urbano";"0,00";"149.980,20";"171.708,56";"18.832.724,94";
"05/2024";"10 - Saúde";"121 - Planejamento e orçamento";"3.175.819,42";"885.492,63";"13.042.095,26";"0,00";
"05/2024";"10 - Saúde";"846 - Outros encargos especiais";"33.253,39";"80.065.974,09";"80.065.974,09";"18.737,53";
"05/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"669.822,32";
"05/2024";"10 - Saúde";"124 - Controle interno";"0,00";"0,00";"0,00";"0,00";
"05/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"2.498.584,26";"3.283.552,14";"3.641.100,65";"161.633,65";
"05/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"4.780.263,79";"4.402.654,40";"795.461,00";"48.402.331,61";
"05/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"22.617.383,77";"9.789.166,34";"10.441.785,47";"3.398.329,07";
"05/2024";"10 - Saúde";"131 - Comunicação social";"44.000.000,00";"26.165.830,56";"21.106.847,98";"5.932.467,66";
"05/2024";"10 - Saúde";"126 - Tecnologia da informação";"59.451.301,06";"16.878.315,16";"17.132.075,40";"24.396.164,60";
"05/2024";"10 - Saúde";"304 - Vigilância sanitária";"5.766.077,85";"27.715.949,29";"27.734.934,80";"272.804,57";
"05/2024";"10 - Saúde";"125 - Normatização e fiscalização";"1.220.661,63";"1.401.212,14";"1.629.665,83";"906.364,55";
"05/2024";"10 - Saúde";"128 - Formação de recursos humanos";"247.917.464,11";"178.083.157,51";"166.333.815,41";"16.050.635,52";
"05/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"681.330.918,67";"1.699.815.641,61";"1.825.473.277,01";"160.567.224,07";
"05/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"11.391.143,42";"114.280.652,31";"63.791.685,56";"1.615,72";
"05/2024";"10 - Saúde";"122 - Administração geral";"1.309.542.051,23";"1.614.637.415,70";"2.595.756.158,26";"17.534.018,79";
"05/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.947.451.616,85";"1.440.017.431,72";"1.589.960.287,73";"544.772.801,89";
"05/2024";"10 - Saúde";"511 - Saneamento básico rural";"10.298.868,71";"4.562.532,34";"4.362.231,48";"12.247.659,79";
"05/2024";"10 - Saúde";"571 - Desenvolvimento científico";"118.710.277,69";"82.023.449,55";"69.859.722,60";"117.042.045,20";
"05/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"333.856.672,18";"302.407.363,39";"307.726.035,53";"7.396.940,48";
"05/2024";"10 - Saúde";"301 - Atenção básica";"4.827.397.241,05";"7.973.803.079,38";"7.987.385.306,25";"63.845.126,61";
"05/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"13.439.170.915,32";"9.839.413.052,10";"10.006.764.160,23";"163.697.068,98";
"06/2024";"10 - Saúde";"211 - Relações diplomáticas";"0,00";"1.299.736,07";"0,00";"0,00";
"06/2024";"10 - Saúde";"131 - Comunicação social";"50.000.000,00";"12.106.277,98";"22.506.536,39";"2.806.007,96";
"06/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.546.099,31";"0,00";"139.673,57";"0,00";
"06/2024";"10 - Saúde";"306 - Alimentação e nutrição";"5.679.237,30";"689.997,30";"49.997,30";"102.560,00";
"06/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"32.470,54";
"06/2024";"10 - Saúde";"125 - Normatização e fiscalização";"3.274.455,57";"1.666.295,71";"583.597,50";"776.398,75";
"06/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"5.327.207,39";"8.364.676,71";"3.405.303,39";"1.203.933,24";
"06/2024";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"1.845.113,06";"1.477.044,23";"41.108,68";
"06/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"471.444,82";"1.836.520,38";"1.912.465,94";"13.900,28";
"06/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"2.279.111,56";"1.086.770,80";"1.040.512,63";"7.180.070,75";
"06/2024";"10 - Saúde";"512 - Saneamento básico urbano";"617.799,86";"799.646,20";"799.646,20";"22.814.177,09";
"06/2024";"10 - Saúde";"511 - Saneamento básico rural";"7.775.239,54";"5.756.705,30";"5.323.209,10";"13.701.629,41";
"06/2024";"10 - Saúde";"304 - Vigilância sanitária";"5.950.564,21";"25.670.760,06";"25.741.001,26";"382.819,93";
"06/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"11.979.758,09";"88.888.670,93";"109.622.083,79";"36.814,63";
"06/2024";"10 - Saúde";"846 - Outros encargos especiais";"- 19.026.438,00";"79.025.676,82";"79.023.656,80";"0,00";
"06/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"847.015.752,54";"940.666.167,29";"834.712.736,99";"127.032.238,21";
"06/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"322.410.086,85";"99.563.082,60";"97.305.495,96";"5.462.762,45";
"06/2024";"10 - Saúde";"571 - Desenvolvimento científico";"101.230.515,27";"69.768.781,31";"69.096.243,10";"58.413.671,28";
"06/2024";"10 - Saúde";"128 - Formação de recursos humanos";"326.851.414,58";"324.596.264,68";"226.773.830,63";"17.249.038,82";
"06/2024";"10 - Saúde";"126 - Tecnologia da informação";"72.799.591,62";"37.979.556,47";"17.170.234,76";"18.578.486,06";
"06/2024";"10 - Saúde";"122 - Administração geral";"1.357.144.128,51";"1.902.444.902,11";"841.113.828,43";"4.152.522,41";
"06/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"946.849.213,89";"2.131.995.613,97";"1.804.869.760,76";"576.945.512,32";
"06/2024";"10 - Saúde";"301 - Atenção básica";"4.554.616.917,44";"6.096.386.080,52";"5.905.370.835,16";"53.361.039,56";
"06/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"10.014.625.905,92";"10.456.249.285,49";"9.777.283.971,02";"135.981.401,55";
"07/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"775.483,11";"702.199,96";"0,00";
"07/2024";"10 - Saúde";"846 - Outros encargos especiais";"12.570.723,00";"78.238.874,24";"78.238.874,24";"0,00";
"07/2024";"10 - Saúde";"121 - Planejamento e orçamento";"9.217.046,00";"9.899.975,84";"906.865,41";"404.180,55";
"07/2024";"10 - Saúde";"306 - Alimentação e nutrição";"28.630,66";"5.028.630,66";"5.668.630,66";"97.352,00";
"07/2024";"10 - Saúde";"211 - Relações diplomáticas";"0,00";"164.076,00";"1.463.812,07";"0,00";
"07/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"366.189,00";
"07/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"399.137,72";"599.269,91";"676.792,40";"88.770,68";
"07/2024";"10 - Saúde";"304 - Vigilância sanitária";"4.731.167,38";"12.474.751,24";"12.758.569,27";"127.412,30";
"07/2024";"10 - Saúde";"125 - Normatização e fiscalização";"1.078.712,64";"1.305.492,44";"1.003.786,40";"140.683,97";
"07/2024";"10 - Saúde";"131 - Comunicação social";"304.956,37";"27.799.422,46";"18.505.036,19";"1.421.046,10";
"07/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"1.574.897,53";"2.489.369,81";"487.006,21";"18.512.375,75";
"07/2024";"10 - Saúde";"512 - Saneamento básico urbano";"59.634.155,12";"4.263.383,32";"4.263.383,32";"19.108.298,13";
"07/2024";"10 - Saúde";"128 - Formação de recursos humanos";"65.441.930,26";"174.282.669,14";"166.725.129,56";"8.933.225,35";
"07/2024";"10 - Saúde";"511 - Saneamento básico rural";"2.288.229,11";"3.454.478,16";"3.460.618,43";"6.172.513,61";
"07/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"10.012.781,33";"99.798.045,96";"93.810.858,16";"4.800,90";
"07/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"1.040.038.127,63";"848.855.054,38";"891.075.966,84";"263.826.643,02";
"07/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.503.342.904,69";"1.598.809.470,84";"1.673.999.529,19";"388.343.206,37";
"07/2024";"10 - Saúde";"122 - Administração geral";"1.134.375.505,63";"1.569.670.834,20";"2.643.202.868,87";"4.979.816,18";
"07/2024";"10 - Saúde";"126 - Tecnologia da informação";"23.252.276,86";"20.605.335,44";"35.365.019,28";"5.099.772,62";
"07/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"236.957.948,02";"314.549.156,24";"307.268.466,03";"4.178.610,18";
"07/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"11.100.441,79";"13.864.667,96";"5.152.092,31";"3.858.743,63";
"07/2024";"10 - Saúde";"301 - Atenção básica";"4.111.948.460,02";"4.531.617.480,96";"4.672.356.142,01";"54.292.920,36";
"07/2024";"10 - Saúde";"571 - Desenvolvimento científico";"139.412.774,17";"84.746.269,11";"75.767.754,53";"68.216.611,29";
"07/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"8.976.075.329,17";"8.722.537.637,02";"9.368.278.550,27";"162.909.931,41";
"08/2024";"10 - Saúde";"846 - Outros encargos especiais";"1.300.000,00";"78.215.542,74";"78.207.735,90";"0,00";
"08/2024";"10 - Saúde";"306 - Alimentação e nutrição";"17.164,46";"17.164,46";"17.164,46";"91.984,00";
"08/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"1.174.226,72";"1.136.545,44";"2.082.487,13";
"08/2024";"10 - Saúde";"125 - Normatização e fiscalização";"3.814.302,38";"1.589.971,01";"1.582.599,01";"15.868,47";
"08/2024";"10 - Saúde";"211 - Relações diplomáticas";"366.500,00";"0,00";"0,00";"0,00";
"08/2024";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"3.800,00";
"08/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"9.853.980,92";"12.804.837,52";"5.982.310,37";"2.684.169,25";
"08/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"12.242.208,85";"16.383.355,20";"12.642.904,51";"518.510,73";
"08/2024";"10 - Saúde";"131 - Comunicação social";"0,00";"19.186.199,43";"29.558.787,24";"1.671.923,26";
"08/2024";"10 - Saúde";"511 - Saneamento básico rural";"29.521.910,80";"4.379.448,40";"4.919.771,64";"7.461.446,75";
"08/2024";"10 - Saúde";"512 - Saneamento básico urbano";"13.090.576,19";"633.551,11";"633.551,11";"10.772.988,17";
"08/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"- 2.245,48";"1.752.420,37";"492.455,61";"70.615,71";
"08/2024";"10 - Saúde";"304 - Vigilância sanitária";"81.107.680,54";"37.832.428,37";"37.761.724,20";"8.724,50";
"08/2024";"10 - Saúde";"128 - Formação de recursos humanos";"336.254.932,51";"159.841.725,32";"137.810.677,34";"3.842.878,26";
"08/2024";"10 - Saúde";"126 - Tecnologia da informação";"230.643.757,69";"240.153.346,49";"236.593.420,45";"9.396.854,15";
"08/2024";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"33.950.024,70";"87.567.909,03";"94.035.588,25";"0,00";
"08/2024";"10 - Saúde";"121 - Planejamento e orçamento";"7.046.660,13";"138.771,14";"1.421.927,56";"283.270,04";
"08/2024";"10 - Saúde";"571 - Desenvolvimento científico";"59.391.972,65";"104.728.440,98";"61.474.456,44";"79.941.513,49";
"08/2024";"10 - Saúde";"305 - Vigilância epidemiológica";"1.219.827.848,81";"1.013.091.142,86";"897.393.037,76";"65.283.450,70";
"08/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"3.094.923.443,41";"2.039.970.739,07";"1.953.813.491,39";"146.752.242,58";
"08/2024";"10 - Saúde";"301 - Atenção básica";"3.486.638.938,09";"3.113.719.727,96";"3.177.918.070,02";"13.647.392,66";
"08/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"120.918.573,06";"137.469.638,52";"146.922.098,01";"3.332.462,56";
"08/2024";"10 - Saúde";"122 - Administração geral";"1.196.599.932,08";"1.554.568.942,86";"1.585.154.347,04";"3.148.609,04";
"08/2024";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.824.035.883,09";"6.496.865.183,66";"6.520.935.287,48";"29.686.387,85";
"09/2024";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.236.535,40";"0,00";"110.964,43";"0,00";
"09/2024";"10 - Saúde";"211 - Relações diplomáticas";"0,00";"476.993,56";"0,00";"0,00";
"09/2024";"10 - Saúde";"846 - Outros encargos especiais";"1.300.000,00";"78.230.393,46";"61.858.834,66";"0,00";
"09/2024";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"- 406.669,44";"216.783,39";"8.845.920,71";"17.007.813,45";
"09/2024";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"- 36.186,10";"330.771,47";"1.587.891,43";"4.682,66";
"09/2024";"10 - Saúde";"131 - Comunicação social";"15.442.688,65";"12.254.089,05";"18.948.106,75";"1.278.961,26";
"09/2024";"10 - Saúde";"306 - Alimentação e nutrição";"132.318,71";"132.318,71";"132.318,71";"91.984,00";
"09/2024";"10 - Saúde";"126 - Tecnologia da informação";"- 217.312,46";"9.247.149,41";"20.769.039,11";"3.862.740,46";
"09/2024";"10 - Saúde";"512 - Saneamento básico urbano";"23.834,59";"2.705.795,16";"2.705.795,16";"10.527.437,59";
"09/2024";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"9.676.603,77";"6.365.320,64";"15.197.332,43";"266.950,00";
"09/2024";"10 - Saúde";"304 - Vigilância sanitária";"3.148.062,34";"23.828.179,01";"23.826.376,45";"5.618,46";
"09/2024";"10 - Saúde";"511 - Saneamento básico rural";"- 452.912,32";"4.512.093,23";"5.048.105,74";"6.366.408,13";
"09/2024";"10 - Saúde";"128 - Formação de recursos humanos";"19.976.903,18";"208.415.386,05";"197.843.410,51";"5.938.940,85";
"09/2024";"10 - Saúde";"121 - Planejamento e orçamento";"1.568.221,60";"3.671.524,93";"12.772.142,17";"66.590,51";
"09/2024";"10 - Saúde";"303 - Suporte profilático e terapêutico";"973.736.859,02";"2.538.700.502,59";"1.832.715.802,84";"148.976.858,37";
"09/2024";"10 - Saúde";"423 - Assistência aos povos indígenas";"175.700.279,49";"141.009.928,21";"140.707.251,92";"1.958.255,29";
